StdInChIKey,SMILES,Dataset1,LogS1,T1,Dataset2,LogS2,T2,Dataset3,LogS3,T3,N_datapoints,SD_error,Error_note,Pred_comment,LogS Changed?,LogS_mean,LogS_median
BKOOMYPCSUNDGP-UHFFFAOYSA-N,CC=C(C)C,Aq_Sol_DB,-2.233150945,,,,,,,,1,,,,,-2.233150945,-2.233150945
BKQGRMMGMLMVDL-CMDGGOBGSA-N,CC1CCCC(=C(CC(=O)O)C(=O)O)C1,reaxys_water,-2.372597005,25,,,,,,,1,,,,,-2.372597005,-2.372597005
BKQICAFAUMRYLZ-UHFFFAOYSA-N,CCCC(C)C(CC)O,Aq_Sol_DB,-1.9636,,,,,,,,1,,,,,-1.9636,-1.9636
BKVJOVPVLOJPKJ-UHFFFAOYSA-N,CCOP(=S)(OCC)SCCS(=O)(=O)CC,Aq_Sol_DB,-2.5403,,,,,,,,1,,,,,-2.5403,-2.5403
BKXGMMLAXFAIGQ-UHFFFAOYSA-N,CC(=O)OCn1cnc2c1c(=O)n(C)c(=O)n2C,Aq_Sol_DB,-1.83,,,,,,,,1,,,,,-1.83,-1.83
BKYWPNROPGQIFZ-UHFFFAOYSA-N,Cc1ccc(c(C)c1)C(=O)O,Aq_Sol_DB,-2.97,,,,,,,,1,,,,,-2.97,-2.97
BLAYIQLVUNIICD-UHFFFAOYSA-N,c1ccc(cc1)c1c(c(cc(c1Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.25,,,,,,,,1,,,,,-7.25,-7.25
BLBURLWSCHSPIS-UHFFFAOYSA-N,c1cc(c(c(c1Cl)Cl)Cl)Oc1cc(c(c(c1Cl)Cl)Cl)Cl,ons_water,-9.119759,,Aq_Sol_DB,-9.12,,,,,2,,,,,-9.1198795,-9.1198795
BLFLLBZGZJTVJG-UHFFFAOYSA-N,CCOC(=O)c1ccc(cc1)N,Aq_Sol_DB,-2.32,,,,,,,,1,,,,,-2.32,-2.32
BLHHQMPYRNPUIV-UHFFFAOYSA-N,c1ccc(cc1)C(CCC(=O)O)(c1ccccc1)C(=O)O,reaxys_water,0.942004562,20,,,,,,,1,,,Very high solubility; solubility measurement questioned; di-acid speciation,N,0.942004562,0.942004562
BLOXMGXSDAAJGX-SNAWJCMRSA-N,CCC=CCCOC(=O)OC,Aq_Sol_DB,-3.069830648,,,,,,,,1,,,,,-3.069830648,-3.069830648
BLUAFEHZUWYNDE-DKGJTOOQSA-N,CC1CCC2C(C)C(=O)OC3C42C1CCC(C)(O3)OO4,reaxys_water,-2.52648851,25,,,,,,,1,,,,,-2.52648851,-2.52648851
BLXVTZPGEOGTGG-UHFFFAOYSA-N,CCCCCCCCCc1ccc(cc1)OCCOCCO,Aq_Sol_DB,-0.304510239,,,,,,,,1,,,,,-0.304510239,-0.304510239
BLXXJMDCKKHMKV-UHFFFAOYSA-N,CC(=O)CCc1ccc2cc(ccc2c1)OC,reaxys_water,-1.455398803,25,Aq_Sol_DB,-1.46,,,,,2,,,,,-1.457699402,-1.457699402
BLZNJSAMWYHVMI-OCVGTWLNSA-N,CCCCCCCCCC(=O)OC(C=O)C(C(C(CO)O)O)O,reaxys_water,-3.22324926,25,,,,,,,1,,,,,-3.22324926,-3.22324926
BMFYCFSWWDXEPB-UHFFFAOYSA-N,c1ccc(cc1)C(=O)C1CCCCC1,Aq_Sol_DB,-4.014709735,,,,,,,,1,,,,,-4.014709735,-4.014709735
BMIPMKQAAJKBKP-UHFFFAOYSA-N,Cc1cc(C)c(cc1C)N,Aq_Sol_DB,-1.9549,,,,,,,,1,,,,,-1.9549,-1.9549
BMJFWKRWVAQUPA-UHFFFAOYSA-N,CC(C#N)OC(=O)C,Aq_Sol_DB,0.2475,,,,,,,,1,,,,,0.2475,0.2475
BMKDZUISNHGIBY-UHFFFAOYSA-N,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,Aq_Sol_DB,-1.27,,,,,,,,1,,,,,-1.27,-1.27
BMLIIPOXVWESJG-LMBCONBSSA-N,COc1cc(ccc1O)C1C(CO)c2cc(cc(c2O1)O)C1C(C(=O)c2c(cc(cc2O1)O)O)O,reaxys_water,-3.534227797,25,,,,,,,1,,,,,-3.534227797,-3.534227797
BMLIZLVNXIYGCK-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(cc1)Cl,ons_water,-2.91256,,Aq_Sol_DB,-2.89,,,,,2,,,,,-2.90128,-2.90128
BMMPTGJYWWICHO-UHFFFAOYSA-N,c1ccc2c(c1)OCCOCCOc1ccccc1OCC(CO2)OCC(=O)NO,reaxys_water,-3.801146997,25,,,,,,,1,,,,,-3.801146997,-3.801146997
BMOACRKLCOIODC-UHFFFAOYSA-N,CCCCOCCC(=O)OCCCC,Aq_Sol_DB,-2.4029,,,,,,,,1,,,,,-2.4029,-2.4029
BMRWNKZVCUKKSR-UHFFFAOYSA-N,CCC(CO)O,Aq_Sol_DB,1.045169179,,,,,,,,1,,,,,1.045169179,1.045169179
BMRYPQYWSJESHA-UHFFFAOYSA-N,C(C(=O)NCC(=O)O)NC(=O)N,Aq_Sol_DB,-0.8996,,ons_water,-0.897,,,,,2,,,,,-0.8983,-0.8983
BMTAFVWTTFSTOG-UHFFFAOYSA-N,CCSC(=O)N(CC(C)C)CC(C)C,Aq_Sol_DB,-3.684,,ons_water,-3.68,,,,,2,,,,,-3.682,-3.682
BMTSZVZQNMNPCT-UHFFFAOYSA-N,c1cc(c(N)nc1)O,Aq_Sol_DB,-0.346106152,,,,,,,,1,,,,,-0.346106152,-0.346106152
BMUKKTUHUDJSNZ-UHFFFAOYSA-N,CC(COc1ccccc1)NC(C)C(c1ccc(cc1)O)O,Aq_Sol_DB,-1.53,,,,,,,,1,,,,,-1.53,-1.53
BMURONZFJJPAOK-UHFFFAOYSA-N,c1ccc(cc1)Oc1cccc(c1)Cl,Aq_Sol_DB,-4.2107,,,,,,,,1,,,,,-4.2107,-4.2107
BMVXCPBXGZKUPN-UHFFFAOYSA-N,CCCCCCN,Aq_Sol_DB,-1.1,,,,,,,,1,,,,,-1.1,-1.1
BMXRLHMJGHJGLR-UHFFFAOYSA-N,c1ccc(c(c1)c1c(c(cc(c1Cl)Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.3999,,,,,,,,1,,,,,-7.3999,-7.3999
BMYNFMYTOJXKLE-UHFFFAOYSA-N,C(C(C(=O)O)O)N,Aq_Sol_DB,-0.8229,,,,,,,,1,,,,,-0.8229,-0.8229
BNAYNPKNDLTBTJ-UHFFFAOYSA-N,CC(C)C1CC2=C(C)CC1C(C2)C=O,Aq_Sol_DB,-3.850854284,,,,,,,,1,,,,,-3.850854284,-3.850854284
BNIXVQGCZULYKV-UHFFFAOYSA-N,C(C(Cl)(Cl)Cl)(Cl)Cl,reaxys_water,-2.768166054,25,Aq_Sol_DB,-2.6248,,,,,2,,,,,-2.696483027,-2.696483027
BNJYBUGDIULYQQ-UHFFFAOYSA-N,Cc1cccc(c1C)Nc1ccccc1C(=O)OCC(CO)O,reaxys_water,-4.720667751,25,,,,,,,1,,,,,-4.720667751,-4.720667751
BNLKXFUYFIBLHN-UHFFFAOYSA-N,CCCCS(=O)(=O)C(S(=O)(=O)CCCC)S(=O)(=O)CCCC,ons_water,-2.974,,reaxys_water,-2.973774194,25,Aq_Sol_DB,-2.97,,3,0.002247055,,,,-2.972591398,-2.973774194
BNOUUNAFHCJIJD-JGVFFNPUSA-N,c1ccc(cc1)C(C(C(=O)O)O)O,reaxys_water,-0.306248653,20,,,,,,,1,,,,,-0.306248653,-0.306248653
BNQYXFAVUMPZFG-UHFFFAOYSA-N,CC(=O)C(=Cc1ccccc1)CC(=O)O,Aq_Sol_DB,-1.6111,,,,,,,,1,,,,,-1.6111,-1.6111
BNUHAJGCKIQFGE-UHFFFAOYSA-N,COc1ccc(cc1)[N+](=O)[O-],ons_water,-2.41,,Aq_Sol_DB,-2.4142,,,,,2,,,,,-2.4121,-2.4121
BNXSABDYGOUQQI-UHFFFAOYSA-N,Cc1c(c(=O)ccn1c1ccccc1)O,Aq_Sol_DB,-2.03,,reaxys_water,-2.026990407,24.9,,,,2,,,,,-2.028495204,-2.028495204
BNXXSDZQYLGSSW-HNNXBMFYSA-N,c1cc(ccc1c1cc(ccn1)COC1Cn2cc(nc2OC1)N(=O)=O)OC(F)F,reaxys_water,-4.417427057,20,,,,,,,1,,,,,-4.417427057,-4.417427057
BNZYRKVSCLSXSJ-IOSLPCCCSA-N,C(C1C(C(C(CO)(n2cnc3c(N)ncnc23)O1)O)O)O,reaxys_water,-1.570062557,25,Aq_Sol_DB,-1.5701,,,,,2,,,,,-1.570081279,-1.570081279
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)c1cccc(c1C2=O)Cl,ons_water,-5.54,,,,,,,,1,,,,,-5.54,-5.54
BODJFESIQMWAAQ-UHFFFAOYSA-N,Cn1c(=NS(=O)(=O)c2cccc(c2)[N+](=O)[O-])sc(n1)S(=O)(=O)N,Aq_Sol_DB,-2.67,,,,,,,,1,,,,,-2.67,-2.67
BODRLKRKPXBDBN-UHFFFAOYSA-N,CC(CCO)CC(C)(C)C,Aq_Sol_DB,-2.557079916,,,,,,,,1,,,,,-2.557079916,-2.557079916
BOFHKBLZOYVHSI-UHFFFAOYSA-N,CC(C)(C)c1ccc(c(c1)Cl)OP(=O)(NC)OC,Aq_Sol_DB,-3.1639,,,,,,,,1,,,,,-3.1639,-3.1639
BOFQWVMAQOTZIW-UHFFFAOYSA-N,c1ccc(c(c1)c1nc(c2ccccc2O)n(c2ccc(cc2)C(=O)O)n1)O,reaxys_water,-5.067272893,25,,,,,,,1,,,,,-5.067272893,-5.067272893
BOFXVYGDIRCHEQ-FPYZNPETSA-N,COC1C(C(C(C(C(=O)O)O1)O)O)O,reaxys_water,0.01402449,20,,,,,,,1,,,,,0.01402449,0.01402449
BOJBTUWEQMUWHT-UHFFFAOYSA-N,c1cc(c(c(c1)Cl)Oc1cc(c(cc1Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.12,,,,,,,,1,,,,,-7.12,-7.12
BOJKULTULYSRAS-NXIQKPQYSA-N,C=C1CCC2C(C)(CCC(C2(C)CO)O)C1CC=C1C(COC1=O)O,reaxys_water,-1.879425693,25.04,,,,,,,1,,,,,-1.879425693,-1.879425693
BOJWTAQWPVBIPG-UHFFFAOYSA-N,c1cc(c(cc1C(=O)O)N(=O)=O)F,reaxys_water,-1.580885328,25,ons_water,-1.579,,Aq_Sol_DB,-1.5809,,3,0.001092755,,,,-1.580261776,-1.580885328
BOKGTLAJQHTOKE-UHFFFAOYSA-N,c1cc2c(cccc2O)c(c1)O,Aq_Sol_DB,-2.92,,,,,,,,1,,,,,-2.92,-2.92
BOLANQNHTGVOMY-UHFFFAOYSA-N,c1cc(cc(c1)N=C=S)N=C=S,Aq_Sol_DB,-4.7,,,,,,,,1,,,,,-4.7,-4.7
BONRIQWDXHCVOH-UHFFFAOYSA-N,c1c(nc[nH]1)S(=O)(=O)O,Aq_Sol_DB,0.1304,,,,,,,,1,,,,,0.1304,0.1304
BOPPSUHPZARXTH-UHFFFAOYSA-N,CC(Cc1ccc2c(c1)OCO2)C=O,Aq_Sol_DB,-2.31343814,,,,,,,,1,,,,,-2.31343814,-2.31343814
BOSAWIQFTJIYIS-UHFFFAOYSA-N,C(C(F)(F)F)(Cl)(Cl)Cl,Aq_Sol_DB,-4.333192393,,,,,,,,1,,,,,-4.333192393,-4.333192393
BOSMZFBHAYFUBJ-UHFFFAOYSA-N,Cc1ccc(cc1)OP(=O)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,Aq_Sol_DB,-6.0892,,,,,,,,1,,,,,-6.0892,-6.0892
BOSPLJJRCJCRHX-UHFFFAOYSA-N,CC(C)CC(=O)C(C#N)C(=O)OC,Aq_Sol_DB,-2.73,,reaxys_water,-2.725122968,25,ons_water,-2.725,,3,0.002851916,,,,-2.726707656,-2.725122968
BOTNYLSAWDQNEX-UHFFFAOYSA-N,c1ccc(cc1)COc1ccccc1,reaxys_water,-4.096911192,25,,,,,,,1,,,,,-4.096911192,-4.096911192
BOTWFXYSPFMFNR-PYDDKJGSSA-N,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,Aq_Sol_DB,-4.861741107,,,,,,,,1,,,,,-4.861741107,-4.861741107
BOUGCJDAQLKBQH-UHFFFAOYSA-N,C(C(F)(F)F)(Cl)F,Aq_Sol_DB,-1.959,,,,,,,,1,,,,,-1.959,-1.959
BOZHPKGNNJPZKV-UHFFFAOYSA-N,c1ccc(cc1)C(=O)NCCCC(=O)O,Aq_Sol_DB,-1.2025,,,,,,,,1,,,,,-1.2025,-1.2025
BPECCKRJFULQIS-UHFFFAOYSA-N,c1ccc(cc1)C=NNc1ccccn1,reaxys_water,-4.080921908,24.84,,,,,,,1,,,,,-4.080921908,-4.080921908
BPGSASFKCZQNNZ-UHFFFAOYSA-N,c1[nH]c2c(C(F)(F)F)nc(N)nc2n1,reaxys_water,-3.133840319,20,Aq_Sol_DB,-3.1346,,,,,2,,,,,-3.13422016,-3.13422016
BPIUIOXAFBGMNB-UHFFFAOYSA-N,CCCCCCOCCCCCC,Aq_Sol_DB,-4.270303761,,,,,,,,1,,,,,-4.270303761,-4.270303761
BPLBGHOLXOTWMN-MBNYWOFBSA-N,CC1(C)C(C(=O)O)N2C(=O)C(C2S1)NC(=O)COc1ccccc1,reaxys_water,-2.812164141,24,,,,,,,1,,,,,-2.812164141,-2.812164141
BPLVDYJDAVYLRQ-UHFFFAOYSA-N,Cc1c(c2ccc(CCOC)nc2)n2c(c(ccn2)N2CCOCC2)n1,reaxys_water,-4.594053528,20,,,,,,,1,,,,,-4.594053528,-4.594053528
BPMFZUMJYQTVII-UHFFFAOYSA-N,C(C(=O)O)NC(=N)N,Aq_Sol_DB,-1.51,,ons_water,-1.51,,,,,2,,,,,-1.51,-1.51
BPOVRAAUERBWFK-UHFFFAOYSA-N,C1CCC(CC1)(C(=O)O)O,Aq_Sol_DB,-0.3328,,,,,,,,1,,,,,-0.3328,-0.3328
BPRBJIUXTLFJML-UHFFFAOYSA-N,CCOC(=O)OCOc1ccc(cc1)NC(=O)C,reaxys_water,-2.430430175,25,Aq_Sol_DB,-2.43,,,,,2,,,,,-2.430215088,-2.430215088
BPRYUXCVCCNUFE-UHFFFAOYSA-N,Cc1cc(C)c(c(C)c1)O,Aq_Sol_DB,-2.055,,,,,,,,1,,,,,-2.055,-2.055
BPSSWVRROCFULD-UHFFFAOYSA-N,CCCCCCCCCCCCCCNC(=O)C(C)O,reaxys_water,-3.97843922,25,Aq_Sol_DB,-3.9784,,,,,2,,,,,-3.97841961,-3.97841961
BPTKLSBRRJFNHJ-UHFFFAOYSA-N,c1ccc(cc1)N=Nc1ccc(cc1O)O,Aq_Sol_DB,-3.08,,reaxys_water,-3.075595619,25,ons_water,-3.076,,3,0.002434546,,,,-3.07719854,-3.076
BPXVHIRIPLPOPT-UHFFFAOYSA-N,C(CO)n1c(=O)n(CCO)c(=O)n(CCO)c1=O,Aq_Sol_DB,0.340366328,,,,,,,,1,,,,,0.340366328,0.340366328
BQBXKWGMPUCSQV-UHFFFAOYSA-N,c1cc(c(cc1Br)C=O)Br,Aq_Sol_DB,-3.8003,,,,,,,,1,,,,,-3.8003,-3.8003
BQCIDUSAKPWEOX-UHFFFAOYSA-N,C=C(F)F,Aq_Sol_DB,-0.7061,,,,,,,,1,,,,,-0.7061,-0.7061
BQCWLXXZTCLGSZ-UHFFFAOYSA-N,c1cc(cc(c1C#N)[N+](=O)[O-])C(F)(F)F,Aq_Sol_DB,-2.470773563,,,,,,,,1,,,,,-2.470773563,-2.470773563
BQENMISTWGTJIJ-UHFFFAOYSA-N,c1cc(cc(c1)Cl)c1cc(c(c(c1Cl)Cl)Cl)Cl,reaxys_water,-8.513799378,20,,,,,,,1,,,,,-8.513799378,-8.513799378
BQFCCUSDZLKBJG-UHFFFAOYSA-N,c1c(c2c(cc(c(c2Cl)Cl)Cl)Cl)c(c(c(c1Cl)Cl)Cl)Cl,Aq_Sol_DB,-9.42,,,,,,,,1,,,,,-9.42,-9.42
BQHCQAQLTCQFJZ-UHFFFAOYSA-N,c1c(cc(c(c1c1cc(c(cc1Cl)Cl)Cl)Cl)Cl)Cl,ons_water,-8.59998,,Aq_Sol_DB,-8.5801,,,,,2,,,,,-8.59004,-8.59004
BQJCRHHNABKAKU-KBQPJGBKSA-N,CN1CCC23C4C=CC(C3Oc3c(ccc(CC14)c23)O)O,ons_water,-3.18194,,reaxys_water,-3.282180955,20,,,,2,,,,,-3.232060478,-3.232060478
BQJMULPFAUGVGY-UHFFFAOYSA-N,C(CCCO[N+](=O)[O-])CCO[N+](=O)[O-],ons_water,-2.774,,,,,,,,1,,,,,-2.774,-2.774
BQNWWHFSEXYHKU-UHFFFAOYSA-N,C(CCC(=O)O)CCNC(=O)N,Aq_Sol_DB,-2.16,,ons_water,-2.159,,,,,2,,,,,-2.1595,-2.1595
BQOFWKZOCNGFEC-UHFFFAOYSA-N,CC1=CCC2C(C1)C2(C)C,Aq_Sol_DB,-4.670405271,,,,,,,,1,,,,,-4.670405271,-4.670405271
BQPBZDSDFCDSAO-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)OCCO,Aq_Sol_DB,-2.71429469,,,,,,,,1,,,,,-2.71429469,-2.71429469
BQVUABVGYYSDCJ-ZFWWWQNUSA-N,CC(C)CC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)N,reaxys_water,-1.117775137,24.9,,,,,,,1,,,,,-1.117775137,-1.117775137
BQWYJUVFIXTFHH-UHFFFAOYSA-N,CCCc1cc(ccc1O)F,Aq_Sol_DB,-1.887,,,,,,,,1,,,,,-1.887,-1.887
BQYJATMQXGBDHF-UHFFFAOYSA-N,CC1COC(Cn2cncn2)(c2ccc(cc2Cl)Oc2ccc(cc2)Cl)O1,Aq_Sol_DB,-4.91,,reaxys_water,-4.432721357,25,,,,2,,,,,-4.671360679,-4.671360679
BRBAEHHXGZRCBK-UHFFFAOYSA-N,C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O,Aq_Sol_DB,-1.585,,,,,,,,1,,,,,-1.585,-1.585
BRBKOPJOKNSWSG-UHFFFAOYSA-N,c1cc(ccc1N)S(=O)(=O)NC(=N)N,reaxys_water,-2.38152677,20,Aq_Sol_DB,-1.9885,,ons_water,-1.98497,,3,0.227939968,,,,-2.118332257,-1.9885
BRHDDEIRQPDPMG-UHFFFAOYSA-N,C=CC1(C)CCC(C(C)(C)O)O1,Aq_Sol_DB,-1.799728458,,,,,,,,1,,,,,-1.799728458,-1.799728458
BRKFTWHPLMMNHF-UHFFFAOYSA-N,Cc1ccc(cc1S(=O)(=O)O)N,Aq_Sol_DB,-1.62,,reaxys_water,-1.619137407,20,,,,2,,,,,-1.619568704,-1.619568704
BRLQWZUYTZBJKN-UHFFFAOYSA-N,C(C1CO1)Cl,Aq_Sol_DB,-0.147373679,,ons_water,-0.15,,,,,2,,,,,-0.14868684,-0.14868684
BRNKJDZWZYZVNM-UHFFFAOYSA-N,c1cc(c(cc1Cl)Cl)Oc1c(ccc(c1Cl)Cl)Cl,Aq_Sol_DB,-7.24,,,,,,,,1,,,,,-7.24,-7.24
BRPOVUNVTUCYNN-ZIAGYGMSSA-N,CCC1C(CN1c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O)N,reaxys_water,-3.91297719,25,,,,,,,1,,,,,-3.91297719,-3.91297719
BRPSAOUFIJSKOT-UHFFFAOYSA-N,c1cc(c(c(c1)N)Cl)Cl,Aq_Sol_DB,-2.130384701,,,,,,,,1,,,,,-2.130384701,-2.130384701
BRPSWMCDEYMRPE-UHFFFAOYSA-N,CC(c1ccc(cc1)O)(c1ccc(cc1)O)c1ccc(cc1)O,Aq_Sol_DB,-4.086559757,,,,,,,,1,,,,,-4.086559757,-4.086559757
BRQMAAFGEXNUOL-UHFFFAOYSA-N,CCCCC(CC)COC(=O)OOC(C)(C)C,Aq_Sol_DB,-4.659958513,,,,,,,,1,,,,,-4.659958513,-4.659958513
BRRJALXGYRSYAI-UHFFFAOYSA-N,CN(C)C1CCC=CCCC1,Aq_Sol_DB,-1.6004,,,,,,,,1,,,,,-1.6004,-1.6004
BRRVXFOKWJKTGG-UHFFFAOYSA-N,CC1CC(CC(C)(C)C1)O,Aq_Sol_DB,-1.991659848,,,,,,,,1,,,,,-1.991659848,-1.991659848
BRSJKDUSGHPJJY-UHFFFAOYSA-N,CCC(=O)OCn1c(=O)c(c[nH]c1=O)F,Aq_Sol_DB,-0.77,,,,,,,,1,,,,,-0.77,-0.77
BRUDBEAFYXLNQE-UHFFFAOYSA-N,CSc1nc2cc(c(cc2[nH]1)Oc1cccc2ccccc12)Cl,reaxys_water,-5.117568289,25,,,,,,,1,,,,,-5.117568289,-5.117568289
BRUZQRBVNRKLJG-UHFFFAOYSA-N,CC(C)COC(=O)N,ons_water,-0.3,,Aq_Sol_DB,-0.3,,,,,2,,,,,-0.3,-0.3
BRVWBJZREZWBRX-UHFFFAOYSA-N,c1ccc(c(c1)NS(=O)(=O)c1ccc(cc1)N)[N+](=O)[O-],Aq_Sol_DB,-4.49,,,,,,,,1,,,,,-4.49,-4.49
BRWIZMBXBAOCCF-UHFFFAOYSA-N,C(=S)(N)NN,Aq_Sol_DB,-0.845760907,,,,,,,,1,,,,,-0.845760907,-0.845760907
BRWSDEFCJGIRLV-UHFFFAOYSA-N,CC(c1ccccc1)c1ccc(cc1)Nc1ccc(cc1)C(C)c1ccccc1,Aq_Sol_DB,-5.964168762,,,,,,,,1,,,,,-5.964168762,-5.964168762
BSIHCYCJEOIHQZ-UHFFFAOYSA-N,CCCOC(=O)c1ccc(c(c1)Cl)O,reaxys_water,-3.37748636,30,Aq_Sol_DB,-3.38,,,,,2,,,,,-3.37874318,-3.37874318
BSKHPKMHTQYZBB-UHFFFAOYSA-N,Cc1ccccn1,Aq_Sol_DB,1.03091506,,,,,,,,1,,,,,1.03091506,1.03091506
BSMGLVDZZMBWQB-UHFFFAOYSA-N,CC(C)C(=O)c1ccccc1,Aq_Sol_DB,-2.35661526,,,,,,,,1,,,,,-2.35661526,-2.35661526
BSNKHEKTRWNNAC-UHFFFAOYSA-N,C(Cc1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-],Aq_Sol_DB,-4.5898858,,,,,,,,1,,,,,-4.5898858,-4.5898858
BSPCSKHALVHRSR-UHFFFAOYSA-N,CCC(C)Cl,Aq_Sol_DB,-2.001263871,,,,,,,,1,,,,,-2.001263871,-2.001263871
BSPIUCWIDOJHQH-UHFFFAOYSA-N,CCCCCC(=O)NNC(=O)c1ccncc1,Aq_Sol_DB,-1.24,,,,,,,,1,,,,,-1.24,-1.24
BSQLQMLFTHJVKS-UHFFFAOYSA-N,c1ccc2c(c1)nc(Cl)s2,Aq_Sol_DB,-2.732588375,,,,,,,,1,,,,,-2.732588375,-2.732588375
BSVGCJGACKDNDR-JYRVWZFOSA-N,CCN(CC)C(=O)C(=Cc1cc(c(c(c1)OC(=O)NC(C)(C)C)O)[N+](=O)[O-])C#N,Aq_Sol_DB,-3.53,,,,,,,,1,,,,,-3.53,-3.53
BSWWXRFVMJHFBN-UHFFFAOYSA-N,c1c(cc(c(c1Br)O)Br)Br,Aq_Sol_DB,-3.6745,,reaxys_water,-3.674468774,15,,,,2,,,,,-3.674484387,-3.674484387
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)O,Aq_Sol_DB,-1.72,,reaxys_water,-1.857718364,25,,,,2,,,,,-1.788859182,-1.788859182
BSYVTEYKTMYBMK-UHFFFAOYSA-N,C1CC(CO)OC1,Aq_Sol_DB,0.38877392,,,,,,,,1,,,,,0.38877392,0.38877392
BSZXAFXFTLXUFV-UHFFFAOYSA-N,CC(c1ccccc1)c1ccccc1,Aq_Sol_DB,-4.692503939,,,,,,,,1,,,,,-4.692503939,-4.692503939
BTAGRXWGMYTPBY-UHFFFAOYSA-N,c1cc(c(c(c1c1ccc(c(c1Cl)Cl)Cl)Cl)Cl)Cl,Aq_Sol_DB,-8.78,,reaxys_water,-9.105578785,25,,,,2,,,,,-8.942789393,-8.942789393
BTANRVKWQNVYAZ-UHFFFAOYSA-N,CCC(C)O,Aq_Sol_DB,0.3877,,ons_water,0.43,,,,,2,,,,,0.40885,0.40885
BTBIATCZGBXLGC-UHFFFAOYSA-N,CCc1c(CC)nc2c(cnc(N)n2)n1,Aq_Sol_DB,-3.04,,reaxys_water,-3.040852416,20,,,,2,,,,,-3.040426208,-3.040426208
BTCSSZJGUNDROE-UHFFFAOYSA-N,C(CC(=O)O)CN,Aq_Sol_DB,1.1006,,,,,,,,1,,,,,1.1006,1.1006
BTFAUMMRKLKUJP-CMDGGOBGSA-N,Cn1c2c(c(=O)n(C)c1=O)[nH]c(C=Cc1ccccc1)n2,Aq_Sol_DB,-6.66,,,,,,,,1,,,,,-6.66,-6.66
BTFJIXJJCSYFAL-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCO,Aq_Sol_DB,-5.475024349,,,,,,,,1,,,,,-5.475024349,-5.475024349
BTGRAWJCKBQKAO-UHFFFAOYSA-N,C(CCC#N)CC#N,Aq_Sol_DB,-0.130912442,,,,,,,,1,,,,,-0.130912442,-0.130912442
BTJIUGUIPKRLHP-UHFFFAOYSA-N,c1cc(ccc1[N+](=O)[O-])O,Aq_Sol_DB,-0.94,,ons_water,-0.74,,,,,2,,,,,-0.84,-0.84
BTLXPCBPYBNQNR-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)c1cccc(c1C2=O)O,Aq_Sol_DB,-4.4213,,reaxys_water,-4.795572152,18.5,,,,2,,,,,-4.608436076,-4.608436076
BTMVHUNTONAYDX-UHFFFAOYSA-N,CCCCOC(=O)CC,Aq_Sol_DB,-1.9385,,,,,,,,1,,,,,-1.9385,-1.9385
BTNXBLUGMAMSSH-UHFFFAOYSA-N,C(CCCC#N)CCC#N,Aq_Sol_DB,-1.081092287,,,,,,,,1,,,,,-1.081092287,-1.081092287
BTQMNEKPMOZIDW-UHFFFAOYSA-N,CC(C)CC(CC(C)C)(CC(C)C)C(=O)NO,reaxys_water,0,26,Aq_Sol_DB,-4,,,,,2,,,,,-2,-2
BTTNOGHPGJANSW-IBGZPJMESA-N,CC(=O)NCC1CN(c2ccc(c3ccc(cc3)CNCc3cnn[nH]3)c(c2)F)C(=O)O1,reaxys_water,-4.340900974,20,,,,,,,1,,,,,-4.340900974,-4.340900974
BTWNKPNDKBRQRN-UHFFFAOYSA-N,Cc1c(c(C)on1)NS(=O)(=O)c1ccc(cc1)N,reaxys_water,-3.183975533,16,,,,,,,1,,,,,-3.183975533,-3.183975533
BTXUXKXDOWGVFW-UHFFFAOYSA-N,c1cc(c(cc1Cl)Cl)C(=O)Nc1nnc(s1)S(=O)(=O)N,reaxys_water,-2.317584069,25,,,,,,,1,,,,,-2.317584069,-2.317584069
BUAXMSGDEZZOJD-UHFFFAOYSA-N,c1cc(c(cc1Cl)Cl)Oc1cc(c(c(c1)Cl)Cl)Cl,Aq_Sol_DB,-7.89,,,,,,,,1,,,,,-7.89,-7.89
BUBMNUKMCHTIRR-UHFFFAOYSA-N,c1c(cc(c(c1[N+](=O)[O-])NCC(=O)O)[N+](=O)[O-])[N+](=O)[O-],Aq_Sol_DB,-2.3922,,,,,,,,1,,,,,-2.3922,-2.3922
BUCORZSTKDOEKQ-UHFFFAOYSA-N,CN=C1CN(C(=c2cc(ccc2=N1)Cl)c1ccccc1)O,Aq_Sol_DB,-2.1757,,,,,,,,1,,,,,-2.1757,-2.1757
