StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
JDSHMPZPIAZGSV-UHFFFAOYSA-N,"2,4,6-triamino-s-triazine; MELAMINE",NC1=NC(N)=NC(N)=N1,0.30269,-2.619789332,B,30,93.879,126.121,354,-446.5176462,-446.5314018,-0.013755567,-446.434753,-446.449279,-0.014526,0.0094,0.0108,-0.24149,0.25723,-0.00078,0.21352,291.1286621,0,1.81919,-0.83455,0.60641,-4.47745,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
JDTWZSUNGHMMJM-CAHLUQPWSA-N,"(2R,3S)-2-acetamido-3-methylpentanoic acid; N-acetyl-D-alloisoleucine; N-acetyl-D-alloisoleucine; N-Acetyl-D-alloisoleucin; N-acetyl-D(allo)-isoleucin",[H][C@](C)(CC)[C@@]([H])(NC(C)=O)C(O)=O,59,-0.467725965,D,25,139.593,173.212,154.5,-594.3736789,-594.3867455,-0.013066551,-594.184584,-594.199137,-0.014553,2.5791,4.1447,-0.2627,0.23465,-0.02336,0.23473,389.9914246,-2.06076,-1.5438,-0.76714,0.83015,-2.71427,27,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
JEZQCHJJLYRNOZ-UHFFFAOYSA-N,2-benzoyl-3-chlorobenzoic acid; 2-benzoyl-3-chloro-benzoic acid; 2-Benzoyl-3-chlor-benzoesaeure,OC(=O)C1=CC=CC(Cl)=C1C(=O)C1=CC=CC=C1,Solubility: 0.2812 molpercent,-1.420291159,C,24.99,156.879,260.677,232.82,-1224.819118,-1224.833145,-0.01402676,-1224.66733,-1224.681586,-0.014256,4.0918,6.2168,-0.26176,0.17929,-0.07872,0.23379,444.888092,-1.9119,-0.74709,-0.71414,0.81706,-1.90111,27,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
JGRXMPYUTJLTKT-UHFFFAOYSA-N,{[5-(3-chloro-phenyl)-3-hydroxy-pyridine-2-carbonyl]-amino}-acetic acid; {[5-(3-chlorophenyl)-3-hydroxypyridine-2-carbonyl]amino}acetic acid; N-[5-(3-chlorophenyl)-3-hydroxypyridine-2-carbonyl]glycine; vadadustat; {[5-(3-chlorophenyl)-3-hydroxypyridin-2-yl]carbonylamino}acetic acid; {[5-(3-chlorophenyl)-3-hydroxypyridine-2-carbonyl]amino}-acetic acid,OC(=O)CNC(=O)C1=C(O)C=C(C=N1)C1=CC(Cl)=CC=C1,100,-0.486720856,D,22,198.674,306.705,175.8,-1410.797895,-1410.812102,-0.01420703,-1410.611766,-1410.627011,-0.015245,1.3581,1.7182,-0.24826,0.17772,-0.08029,0.22029,521.6984253,-2.77659,0.23728,-0.71945,0.82061,-3.89731,32,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1
JKCQOMAQPUYHPL-UHFFFAOYSA-N,"dibenzo-21-crown-7; 2,3:11,12-dibenzo-1,4,7,10,13,16,19-heptaoxacycloheneicosa-2,11-diene; <3,4>-dibenzo-21-crown-7; 2,3,11,12-dibenzo-21-crown-7; [3,4]-dibenzo-21-crown-7; dibenzo-21-crown-7 ether; dibenzo-21-crown-7-ether",C1COCCOC2=C(OCCOCCOC3=C(OCCO1)C=CC=C3)C=CC=C2,35.835,-1.052568169,C,25,314.477,404.46,106.75,-1381.719539,-1381.74488,-0.02534145,-1381.301716,-1381.326558,-0.024842,2.2016,2.7391,-0.20546,0.25301,-0.005,0.17749,687.0195313,-4.06918,-2.4831,-0.61639,0.27943,-4.06918,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
JLYXXMFPNIAWKQ-CDRYSYESSA-N,"beta-hexachlorocyclohexane; b-Lindane; Beta BHC; 1,2,3,4,5,6-hexachlorocyclohexane, beta-isomer; 1,2,3,4,5,6-hexachlorocyclohexane, -beta; 1,2,3,4,5,6-hexachlorocyclohexane-, beta; beta-1,2,3,4,5,6-Hexachlorocyclohexane",Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,100 g solvent dissolves. 7.9 g Substance.,-0.671145442,D,20,139.075,290.832,310.5,-2993.439214,-2993.450594,-0.0113794,-2993.366049,-2993.377025,-0.010976,0,0,-0.3123,0.18272,-0.07529,0.28433,381.1347046,0,-1.62944,-0.27168,0.3071,-0.21308,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
JTEGQNOMFQHVDC-NKWVEPMBSA-N,lamivudine; Lamivudine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,0.94,-2.387200434,B,25,150.675,229.26,140,-1099.61215,-1099.636879,-0.02472899,-1099.453339,-1099.478102,-0.024763,7.7947,10.9027,-0.23532,0.21472,-0.04329,0.20735,404.9612427,-2.12226,0.34425,-0.80898,0.79359,-3.85991,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1
JUFLTGRGLUCRCU-UHFFFAOYSA-N,diiminosuccinonitrile; ethanedicarbonimidoyl dicyanide; Diiminosuccinonitrile (DISN); diiminosuccinodinitrile; Diiminosuccinonitrile; Diiminosuccinonitril; diimino-succinonitrile,N=C(C#N)C(=N)C#N,210,0.296557126,E,25,87.913,106.087,165.5,-372.553583,-372.5677141,-0.01413113,-372.525781,-372.539828,-0.014047,3.2259,4.0063,-0.33746,0.10976,-0.14825,0.30949,266.4177246,0,0.79102,-0.52083,0.41758,-1.61031,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
JUVIOZPCNVVQFO-HBGVWJBISA-N,"rotenone; (2R,6aS,12aS)-8,9-dimethoxy-2-(prop-1-en-2-yl)-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one; (6aS,12aS,5?R)-rotenone; (6aS,12aS,5'R)-rotenone; (?)-rotenone; (-)-rotenone; Rotenone",[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=C(O2)C2=C(O[C@H](C2)C(C)=C)C=C1,69,-0.757114242,D,20,263.96,394.424,163.5,-1341.033954,-1341.051373,-0.01741893,-1340.679773,-1340.698014,-0.018241,3.91,5.6889,-0.19793,0.19523,-0.06278,0.16996,656.6140747,-3.33111,-2.12832,-0.71603,0.57835,-3.33111,51,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
JZFDKGFWNSQAHU-UHFFFAOYSA-N,2-(4'-ethylbenzoyl)benzoic acid; 2-(4-ethylbenzoyl)benzoic acid; 2-(4-ethyl-benzoyl)-benzoic acid; 2-(4-Aethyl-benzoyl)-benzoesaeure; 4'-Aethyl-benzophenon-carbonsaeure-(2); 4'-ethyl-benzophenone-2-carboxylic acid; 2-<4-Ethyl-benzoyl>-benzoesaeure,CCC1=CC=C(C=C1)C(=O)C1=C(C=CC=C1)C(O)=O,Solubility: 0.54 molpercent,-1.136912716,C,26.67,169.958,254.285,126,-843.8618183,-843.8760133,-0.014195043,-843.647061,-843.661949,-0.014888,4.0998,6.0775,-0.25262,0.18596,-0.07205,0.22465,488.287384,-1.93977,-1.89674,-0.71771,0.81471,-1.93977,33,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
JZODKRWQWUWGCD-UHFFFAOYSA-N,"2,5-bis(1,1-dimethylethyl)-1,4-benzenediol; 2,5-di-tert-butylhydroquinone; 2,5-Di-tert-butylhydroquinone",CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C,Solubility: 6.358 molpercent,-0.065985952,D,24.89,249.267,222.327,216.5,-697.2105326,-697.218205,-0.007672441,-696.919357,-696.928007,-0.00865,0.0001,0.0001,-0.20569,0.24539,-0.01262,0.17772,455.889679,-1.46808,-4.38808,-0.73404,0.52089,-1.46808,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
KCSGAVOYBPPIRL-UHFFFAOYSA-N,"N,N'-bis-(4-dimethylamino-phenyl)-N-hexanoyl-urea; N,N'-Bis-(4-dimethylamino-phenyl)-N-hexanoyl-harnstoff",CCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 0.82 g Substance.,-1.789595827,C,20,307.097,396.533,143,-1265.241411,-1265.258833,-0.01742222,-1264.783802,-1264.802509,-0.018707,6.7021,9.2759,-0.1869,0.23614,-0.02187,0.15893,757.8833618,-1.32843,-4.51547,-0.68796,0.83583,-3.46276,61,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
KDCVCMJTEQZMEL-UHFFFAOYSA-N,"N-[1-(3-methylbenzyl)-4-methylhexahydro-1H-1,4-diazepin-6-yl]-1H-indazole-3-carboxamide; N-[1-methyl-4-(3-methylbenzyl)hexahydro-1H-1,4-diazepin-6-yl]-1H-indazole-3-carboxamide; (+/-)-N-[1-methyl-4-(3-methylbenzyl)hexahydro-1H-1,4-diazepin-6-yl]-1H-indazole-3-carboxamide",CN1CCN(CC2=CC(C)=CC=C2)CC(C1)NC(=O)C1=NNC2=C1C=CC=C2,37.55,-1.00229436,C,30,281.264,377.489,142.5,-1203.612695,-1203.629821,-0.01712539,-1203.203675,-1203.221177,-0.017502,3.7928,5.5586,-0.20865,0.20235,-0.05566,0.18068,680.9412231,-0.69014,-3.88668,-0.7018,0.66001,-3.08436,55,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1
KDYFGRWQOYBRFD-UHFFFAOYSA-N,succinic acid; Succinic acid,OC(=O)CCC(O)=O,38.6,-0.48562214,D,20,91.437,118.089,185.5,-456.9878665,-457.0007908,-0.012924326,-456.917105,-456.930143,-0.013038,0,0,-0.29594,0.23935,-0.01866,0.26797,282.7740784,-2.7383,0.52272,-0.72332,0.83085,-2.7383,14,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
KFIRODWJCYBBHY-UHFFFAOYSA-N,3-nitrophthalic acid,OC(=O)C1=C(C(O)=O)C(=CC=C1)N(=O)=O,Solubility: 6.041 molpercent,-0.08819764,D,25.08,98.43,211.131,217.75,-813.9087957,-813.9271421,-0.018346333,-813.817272,-813.836168,-0.018896,5.9658,8.1967,-0.29309,0.13885,-0.11916,0.26512,361.3123474,-3.40722,0.97231,-0.71275,0.82872,-2.89982,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
KGCNHWXDPDPSBV-UHFFFAOYSA-N,4-nitrobenzyl chloride; 4-chloromethylnitrobenzene; 4-Nitrobenzyl chloride,ClCC1=CC=C(C=C1)N(=O)=O,100 g solvent dissolves. 126.8 g Substance.,0.763514653,E,30,113.445,171.583,71.35,-935.6811822,-935.6916665,-0.010484282,-935.595852,-935.606588,-0.010736,4.2686,5.6083,-0.29524,0.14317,-0.11484,0.26727,336.8674927,-0.81002,-1.24141,-0.43727,0.5009,-0.41889,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
KIGQVWWOESIMBG-UHFFFAOYSA-N,"[N,N-Bis(2-cyanoethyl)]-glycine; N,N-bis-(2-cyano-ethyl)-glycine; N,N-Bis-(2-cyan-aethyl)-glycin; 2-(bis(2-cyanoethyl)amino)acetic acid; N,N-Di-<2-Cyanethyl>-glykokoll; N,N-Bis-<2-cyan-ethyl>-glycin; N,N-Dicyanethyl-glycin",OC(=O)CN(CCC#N)CCC#N,340,0.273335105,E,26,146.601,181.194,75.65,-626.1676139,-626.1905552,-0.022941289,-626.021067,-626.043764,-0.022697,4.9494,6.3445,-0.25823,0.22245,-0.03556,0.23026,403.255249,-1.36515,-0.5287,-0.72501,0.81105,-2.73489,24,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
KKWXXQXQVFLMOP-LSLJNABFSA-N,"(R)-3-[1-((R)-4-acetonyl-5-methyl-2-oxo-2,5-dihydro-[3]furyl)-1-methyl-ethyl]-5-methyl-furan-2,4-dione; (R)-3-[1-((R)-4-Acetonyl-5-methyl-2-oxo-2,5-dihydro-[3]furyl)-1-methyl-aethyl]-5-methyl-furan-2,4-dion",C[C@H]1OC(=O)C(C1=O)C(C)(C)C1=C(CC(C)=O)[C@@H](C)OC1=O,71.428,-0.635148702,D,20,233.918,308.331,171,-1073.133729,-1073.15956,-0.02583145,-1072.84697,-1072.871878,-0.024908,6.4791,9.75,-0.27177,0.1815,-0.07651,0.2438,511.2371521,-3.46839,-1.83367,-0.78066,0.83805,-3.46839,42,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
KMPWYEUPVWOPIM-QAMTZSDWSA-N,Cinchonin; cinchonine,[H][C@](O)(C1=CC=NC2=C1C=CC=C2)[C@@]1([H])C[C@@H]2CC[N@]1C[C@@H]2C=C,0.715,-2.614625863,B,25,180.38,294.396,263,-921.9835454,-921.9959776,-0.01243211,-921.653447,-921.665215,-0.011768,2.7809,4.1042,-0.21888,0.19384,-0.06417,0.19091,533.3216553,-0.77625,-3.87251,-0.77625,0.5081,-1.78897,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
KMRIWYPVRWEWRG-UHFFFAOYSA-N,"9,10-dihydro-10-(2',5'-dihydroxyphenyl)-9-oxa-10-phosphaphenanthrene-10-oxide; 10-(2,5-dihydroxylphenyl)-9,10-dihydro-9-oxa-10-phosphaphenanthrene-10-oxide; 2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy phenylene; 2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxy-phenylene; 2-(6-oxido-6H-dibenz(c,e)(1,2)oxaphosphorin-6-yl)-1,4-dihydroxyphenylene; 2-(6-oxido-6H-dibenz[c,e][1,2]oxaphosphorin-6-yl)-1,4-dihydroxyphenylene; 10-(2,5-dihydroxyphenyl)-10-H-9-oxa-10-phosphaphenanthrene-10-oxide",OC1=CC(=C(O)C=C1)P1(=O)OC2=C(C=CC=C2)C2=C1C=CC=C2,Solubility: 0.182 molpercent,-1.609235088,C,23.99,244.69,324.273,254.5,-1336.083231,-1336.099836,-0.01660526,-1335.859822,-1335.876932,-0.01711,6.3817,9.1904,-0.21734,0.18354,-0.07447,0.18937,519.8679199,-3.38439,-2.80031,-1.12248,2.26412,-1.12027,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
KOOOGBROHMNAPU-UHFFFAOYSA-N,2-nitrobenzoyl azide; 2-nitro-benzoyl azide; N3C(O)C6H4-2-NO2; 2-Nitro-benzoylazid; 2-Nitro-benzazid,O=C(N=N#N)C1=C(C=CC=C1)N(=O)=O,100 g solvent dissolves. 65 g Substance.,0.424178789,E,20,135.448,192.134,37.5,-713.6945005,-713.7070028,-0.012502202,-713.618176,-713.630742,-0.012566,6.3434,8.4538,-0.29233,0.14587,-0.11214,0.26436,359.7631226,-1.34992,-0.17986,-0.59159,0.6662,-0.91892,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
KOZNAHJIJGCFJJ-UHFFFAOYSA-N,"6'-Hydroxybuspirone; 6-hydroxy-8-[4-(4-pyrimidin-2-ylpiperazin-1-yl)-butyl]-8-aza-spiro[4.5]decane-7,9-dione; 6-hydroxy-8-[4-[4-(2-pyrimidinyl)-1-piperazinyl]-butyl]-8-azaspiro[4.5]decane-7,9-dione; 6-hydroxy-8-[4-[4-(2-pyrimidinyl)-1-piperazinyl]butyl]-8-azaspiro[4.5]decane-7,9-dione; 6-hydroxybuspirone; 6-hydroxy-buspirone",OC1C(=O)N(CCCCN2CCN(CC2)C2=NC=CC=N2)C(=O)CC11CCCC1,22,-1.261272604,C,NA,289.804,401.509,109.5,-1318.405763,-1318.42301,-0.01724701,-1317.946779,-1317.967492,-0.020713,2.7017,3.6884,-0.21577,0.20914,-0.04887,0.1878,709.2817383,-2.03635,-3.26533,-0.77716,0.73518,-4.68667,60,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
KPDYGMJTDBCCLN-UHFFFAOYSA-N,"9,14-dioxo-9,14-dihydro-benzo[b]triphenylene-1-carboxylic acid; 9,14-Dioxo-9,14-dihydro-benzo[b]triphenylen-1-carbonsaeure",OC(=O)C1=CC=CC2=C1C1=C(C(=O)C3=CC=CC=C3C1=O)C1=CC=CC=C21,4.348,-1.90867981,C,NA,237.515,352.346,267.9,-1184.650618,-1184.666011,-0.01539297,-1184.410847,-1184.426349,-0.015502,1.4588,2.4043,-0.24005,0.1408,-0.11721,0.21208,538.3259888,-2.50744,-0.90527,-0.7137,0.8253,-2.50744,39,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
KPZYYKDXZKFBQU-UHFFFAOYSA-N,phenazine-1-carboxamide; PCN; phenazine-1-carboxylic acid amide; Phenazin-1-carbamid; alpha-Amidophenazin; 1-Carbamoyl-phenazin,NC(=O)C1=CC=CC2=NC3=CC=CC=C3N=C12,100 g solvent dissolves. 0.15 g Substance.,-2.277799425,B,15,119.985,223.234,241,-740.341654,-740.3540013,-0.012347259,-740.18308,-740.195611,-0.012531,4.6202,6.2991,-0.24509,0.14175,-0.11626,0.21712,412.6043701,-0.70569,-0.33008,-0.84506,0.66251,-2.4042,26,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
KQTZMXWZIFCPHF-UHFFFAOYSA-N,"(5-benzyl-2,4-dioxo-3-phenyl-imidazolidin-1-yl)-acetic acid methyl ester; (5-Benzyl-2,4-dioxo-3-phenyl-imidazolidin-1-yl)-essigsaeure-methylester",COC(=O)CN1C(CC2=CC=CC=C2)C(=O)N(C1=O)C1=CC=CC=C1,285.714,-0.073451345,D,20,237.836,338.363,97.25,-1145.353484,-1145.373381,-0.01989656,-1145.067676,-1145.087914,-0.020238,3.3858,4.7361,-0.24576,0.22344,-0.03457,0.21779,607.1456299,-2.46556,-1.17709,-0.66234,0.85941,-3.47657,43,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
KRHAFJJBYFYLAB-XWJSGITJSA-N,"triethyl-2,4,6,8,9,10-hexathia-adamantane; Triaethyl-2,4,6,8,9,10-hexathia-adamantan",CCC12SC3S[C@](CC)(S[C@](CC)(S3)S1)S2,12,-1.437529925,C,NA,247.01,328.633,209.5,-2779.820976,-2779.830204,-0.00922845,-2779.619395,-2779.628851,-0.009456,0.5764,0.6377,-0.22581,0.22541,-0.0326,0.19784,466.5367126,0,-6.00759,-0.78355,0.33286,1.80601,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
KRKNYBCHXYNGOX-UHFFFAOYSA-N,citric acid; CITRIC ACID,OC(=O)CC(O)(CC(O)=O)C(O)=O,Solubility: 8.224 molpercent,0.045776626,E,23.99,132.826,192.125,153,-760.0790401,-760.1051645,-0.026124372,-759.969757,-759.994943,-0.025186,4.8042,7.4371,-0.29214,0.21934,-0.03867,0.26417,351.6726379,-4.799,1.51444,-0.76725,0.83136,-4.799,21,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
KTALPKYXQZGAEG-UHFFFAOYSA-N,2?isopropylthioxanthone; 2-isopropylthioxanthone; Darocur ITX; 2-ITX; ITX; 2-isopropyl-thioxanthen-9-one; 2-isopropyl-9H-thioxanthen-9-one,CC(C)C1=CC2=C(SC3=CC=CC=C3C2=O)C=C1,Solubility: 12.623 molpercent,0.231856107,E,25.99,186.132,254.353,73.5,-1091.599533,-1091.607596,-0.00806379,-1091.386906,-1091.395029,-0.008123,2.4966,3.9316,-0.22344,0.17888,-0.07913,0.19547,470.4292297,-0.63728,-3.32263,-0.67584,0.5499,-0.19277,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
KUAZQDVKQLNFPE-UHFFFAOYSA-N,Thiram; TMTD,CN(C)C(=S)SSC(=S)N(C)C,77.2,-0.493387613,D,30,147.134,240.439,153.25,-1938.12558,-1938.140838,-0.01525744,-1937.990279,-1938.004403,-0.014124,0.7891,2.7013,-0.21372,0.21924,-0.03877,0.18575,429.8609924,0,-2.06464,-0.49396,0.26447,-1.00308,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
KUOQWUNJMMXMGI-UHFFFAOYSA-N,"N,N'-bis-(4-dimethylamino-phenyl)-N-lauroyl-urea; N,N'-Bis-(4-dimethylamino-phenyl)-N-lauroyl-harnstoff",CCCCCCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 1.10 g Substance.,-1.745606359,C,20,338.507,480.694,133,-1501.122673,-1501.145409,-0.02273614,-1500.508334,-1500.530967,-0.022633,8.6003,12.4285,-0.18492,0.22846,-0.02955,0.15695,951.4941406,-1.30915,-7.30167,-0.68798,0.84235,-3.45299,79,10,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
KZNIFHPLKGYRTM-UHFFFAOYSA-N,"5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one",OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,1.48,-2.261489524,B,25,177.338,270.241,345.25,-953.779777,-953.7974504,-0.01767341,-953.602153,-953.620579,-0.018426,5.2662,7.403,-0.23078,0.17968,-0.07833,0.20281,461.6270447,-3.29877,-0.14056,-0.72325,0.53583,-3.29877,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
KZTJCLJWIVFCLV-UHFFFAOYSA-N,"2,3'-acetylimino-di-propionic acid; N-Acetyl-N-(1-carboxy-aethyl)-beta-alanin; N-Acetyl-N-(2-carboxy-aethyl)-DL-alanin; 2,3'-Acetylimino-di-propionsaeure",CC(N(CCC(O)=O)C(C)=O)C(O)=O,100 g solvent dissolves. 4.5 g Substance.,-0.759830847,D,25,164.584,203.195,140.5,-743.6223585,-743.6432852,-0.020926672,-743.44962,-743.470231,-0.020611,3.8362,5.5691,-0.26144,0.23242,-0.02559,0.23347,400.6634827,-3.41769,-0.09906,-0.77628,0.83421,-3.90605,27,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
LGRFSURHDFAFJT-UHFFFAOYSA-N,phthalic anhydride; phthalic Anhydride,O=C1OC(=O)C2=CC=CC=C12,Solubility: 13.08 molpercent,0.247301268,E,24.99,98.55,148.118,131,-532.9729146,-532.9847308,-0.01181621,-532.902454,-532.914453,-0.011999,6.1886,8.0803,-0.30537,0.14731,-0.1107,0.2774,303.2986145,-1.6701,0.58124,-0.5596,0.82033,-1.6701,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
LGVLGQRLNSNPQT-UHFFFAOYSA-N,"N,N?-(2,5-diaminotriptycene)dibenzamide; N,N'-(9,10-dihydro-9,10-o-benzeno-anthracene-1,4-diyl)-bis-benzamide; N,N'-(9,10-Dihydro-9,10-o-benzeno-anthracen-1,4-diyl)-bis-benzamid",O=C(NC1=CC=C(NC(=O)C2=CC=CC=C2)C2=C1C1C3=C(C=CC=C3)C2C2=C1C=CC=C2)C1=CC=CC=C1,5,-1.993504125,C,NA,386.105,492.577,318.75,-1570.126181,-1570.150691,-0.02451065,-1569.69792,-1569.72389,-0.02597,6.1831,7.4392,-0.21419,0.19786,-0.06015,0.18622,815.1205444,-1.33642,-3.96305,-0.66822,0.68509,-2.60078,62,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
