StdInChIKey,Name,Smile,Sol,LogS,S,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
JUTIJVADGQDBGY-UHFFFAOYSA-N,"5,6,11,12-tetrahydro-5,12;6,11-di-o-benzeno-dibenzo[a,e]cyclooctene; dianthracene; 5,6,11,12-Tetrahydro-5,12;6,11-di-o-benzeno-dibenzo[a,e]cycloocten",c1ccc2C3C4c5ccccc5C(C(c2c1)c6ccccc36)c7ccccc47,1,-2.552019331,0.002805309,C,25,237.705,356.467,260,-1079.068499,-1079.072381,-0.00388209,-1078.72019,-1078.724452,-0.004262,0,0,-0.21782,0.15202,-0.0283,0.05891,569.7445679,0,-4.95027,-0.27534,0.26645,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
JUVIOZPCNVVQFO-HBGVWJBISA-N,"rotenone; (2R,6aS,12aS)-8,9-dimethoxy-2-(prop-1-en-2-yl)-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one; (6aS,12aS,5?R)-rotenone; (6aS,12aS,5'R)-rotenone; (?)-rotenone; (-)-rotenone; Rotenone",COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,85,-0.666544407,0.215504128,E,20,239.355,394.424,163,-1341.033954,-1341.041763,-0.00780909,-1340.679773,-1340.688001,-0.008228,3.9098,4.6538,-0.19793,0.11755,-0.06277,0.03902,657.0621338,-3.27696,-2.10091,-0.7137,0.57363,-3.27696,51,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
JUYSLKGFKJWMCH-UHFFFAOYSA-N,3-phenyl-2-hexenoic acid; 3-phenyl-hex-2-enoic acid; 3-Phenyl-hex-2-ensaeure; beta-propyl-cinnamic acid; 3-Propyl-3-phenyl-acrylsaeure,CCCC(=CC(O)=O)c1ccccc1,100 g solvent dissolves. 58 g Substance.; lower-melting beta-propyl-cinnamic acid,0.426625697,2.670703632,F,22,145.828,190.242,83,-616.1846625,-616.1890636,-0.00440108,-615.993241,-615.997808,-0.004567,1.9374,2.2762,-0.24581,0.117,-0.06332,0.0869,421.0506897,-1.35458,-2.34821,-0.72936,0.77746,-1.35458,28,2,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
JXKYZFOIAYHFNI-ISLYRVAYSA-N,1-[4-(2-ethyl-4-hydroxy-phenylazo)-phenyl]-ethanone; 1-[4-(2-Aethyl-4-hydroxy-phenylazo)-phenyl]-aethanon,CCc1cc(O)ccc1N=Nc2ccc(cc2)C(C)=O,100 g solvent dissolves. 6.9 g Substance.,-0.647291755,0.225272534,E,30,194.239,268.315,117,-879.2916649,-879.2976261,-0.005961211,-879.052042,-879.05858,-0.006538,3.8861,4.619,-0.22929,0.07668,-0.10364,0.07038,526.8337402,-1.28047,-2.63292,-0.77611,0.56334,-1.69371,36,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
JYGXADMDTFJGBT-VWUMJDOOSA-N,HYDROCORTISONE,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,0.13,-3.445323923,0.000358654,B,25,282.509,362.466,219,-1194.417261,-1194.428967,-0.01170583,-1193.983446,-1193.995105,-0.011659,4.1176,4.6743,-0.24179,0.12539,-0.05493,0.08288,561.8956299,-3.49346,-4.74532,-0.79171,0.56019,-3.49346,56,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
JZFDKGFWNSQAHU-UHFFFAOYSA-N,2-(4'-ethylbenzoyl)benzoic acid; 2-(4-ethylbenzoyl)benzoic acid; 2-(4-ethyl-benzoyl)-benzoic acid; 2-(4-Aethyl-benzoyl)-benzoesaeure; 4'-Aethyl-benzophenon-carbonsaeure-(2); 4'-ethyl-benzophenone-2-carboxylic acid; 2-<4-Ethyl-benzoyl>-benzoesaeure,CCc1ccc(cc1)C(=O)c2ccccc2C(O)=O,Solubility: 1.09 molpercent,-0.912776034,0.122242991,E,29.62,194.586,254.285,122,-843.8618087,-843.8681623,-0.006353574,-843.646921,-843.65368,-0.006759,4.1128,4.8954,-0.25268,0.10805,-0.07227,0.09377,488.8859558,-1.89218,-1.89047,-0.72129,0.80802,-1.89218,33,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
JZUTXVTYJDCMDU-MOPGFXCFSA-N,hydrastine; Hydrastine; Hydrastin,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5cc34,100 g solvent dissolves. 5.6 g Substance.,-0.892961108,0.127949588,E,15,289.358,383.401,132,-1318.969037,-1318.97693,-0.00789285,-1318.630359,-1318.63825,-0.007891,6.3947,7.6832,-0.21991,0.12718,-0.05314,0.061,601.5414429,-3.31836,-1.07902,-0.60219,0.81182,-3.88105,49,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
KAIFVTULVGBPRY-UHFFFAOYSA-N,cyano-(2-methoxy-phenylhydrazono)-acetic acid ethyl ester; Mesoxalsaeure-aethylester-nitril-(2-methoxy-phenylhydrazon); Cyan-(2-methoxy-phenylhydrazono)-essigsaeure-aethylester; Cyanoglyoxalsaeureethylester-o-methoxyphenylhydrazon,CCOC(=O)C(=NNc1ccccc1OC)C#N,100 g solvent dissolves. 3.24 g Substance.; beta-form,-0.94009421,0.114790458,E,18,205.211,247.254,145,-855.0130833,-855.0198264,-0.006743096,-854.818996,-854.825888,-0.006892,6.2936,7.4166,-0.22736,0.08853,-0.09179,0.06845,500.0967407,-1.71767,-0.83742,-0.71179,0.78764,-2.51651,31,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
KBEQLIYKBJSPNY-NRUUGDAUSA-N,((1R)-bornyl)-carbamic acid ethyl ester; ((1R)-Bornyl)-carbamidsaeure-aethylester; Bornylcarbamidsaeure-aethylester; Bornylurethan,CCOC(=O)NC1CC2CC[C@]1(C)C2(C)C,15.1,-1.173843997,0.067012528,D,NA,191.132,225.331,93,-714.4852095,-714.4889108,-0.003701307,-714.180846,-714.184792,-0.003946,2.3126,2.7376,-0.2491,0.17836,-0.00196,0.09019,463.4631348,-1.27826,-3.8349,-0.71017,0.93198,-1.95119,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
KFTHUBZIEMOORC-ARJAWSKDSA-N,(Z)-2-methyl-2-buteneamide; (Z)-2-methyl-2-butenamide; Angelicasaeureamid; angelic acid amide; Angelicasaeure-amid; 2-Methyl-cis-crotonamid; Tiglinsaeureamid,C\C=C(\C)C(N)=O,100 g solvent dissolves. 0.34 g Substance.,-1.522233474,0.030044607,D,20,74.191,99.1326,165,-325.9419298,-325.9465076,-0.004577796,-325.83968,-325.844425,-0.004745,3.4911,4.0522,-0.25264,0.14275,-0.03757,0.09373,282.4886169,-0.66504,-1.06679,-0.8675,0.65556,-1.53254,16,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
KFTHUBZIEMOORC-ONEGZZNKSA-N,(E)-2-methyl-2-butenamide; dimethyl-acrylamide; (2E)-2-methylbut-2-enamide; (E)-2-methylbut-2-enamide; Tiglinsaeureamid; tiglic amide; bismethylacrylamide,C\C=C(/C)C(N)=O,100 g solvent dissolves. 1.4 g Substance.,-0.907584355,0.123713087,E,20,72.528,99.1326,127,-325.9433135,-325.9499272,-0.006613677,-325.841174,-325.847289,-0.006115,4.0184,4.469,-0.25506,0.14273,-0.03759,0.09615,282.7260132,-0.676,-1.07968,-0.86507,0.65739,-1.54107,16,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
KGCNHWXDPDPSBV-UHFFFAOYSA-N,4-nitrobenzyl chloride; 4-chloromethylnitrobenzene; 4-Nitrobenzyl chloride,[O-][N+](=O)c1ccc(CCl)cc1,100 g solvent dissolves. 74.2 g Substance.,-0.421566245,0.378820746,E,30,117.29,171.583,70,-935.6811832,-935.6860989,-0.004915772,-935.595826,-935.600754,-0.004928,4.2695,4.8707,-0.29525,0.06545,-0.11487,0.13634,336.8518066,-0.78108,-1.25563,-0.44289,0.4969,-0.37621,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
KMPWYEUPVWOPIM-KODHJQJWSA-N,Cinchonidin; Cinchonidine,O[C@@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,1.111,-2.423217846,0.003773828,C,25,241.736,294.396,205,-921.9823569,-921.98751,-0.005153135,-921.652063,-921.656863,-0.0048,2.8927,3.329,-0.22127,0.11492,-0.0654,0.06236,525.9289551,-0.7617,-3.8811,-0.7617,0.49379,-1.74682,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
KOOOGBROHMNAPU-UHFFFAOYSA-N,2-nitrobenzoyl azide; 2-nitro-benzoyl azide; N3C(O)C6H4-2-NO2; 2-Nitro-benzoylazid; 2-Nitro-benzazid,[O-][N+](=O)c1ccccc1C(=O)N=[N+]=[N-],100 g solvent dissolves. 12 g Substance.,-0.261918872,0.547118157,E,20,130.501,192.134,44,-713.6945006,-713.700219,-0.005718353,-713.618167,-713.624017,-0.00585,6.3445,7.2834,-0.29236,0.06814,-0.11218,0.13345,359.8756714,-1.30114,-0.18836,-0.56557,0.6611,-0.88793,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
KQIIQHABYHQKFG-UHFFFAOYSA-N,"N-[(4-bromo-3,5-difluorine)phenyl]acrylamide; BDPA",C=CC(=O)Nc1cc(F)c(Br)c(F)c1,Solubility: 0.07 molpercent,-2.105104492,0.007850467,C,23.19,127.282,262.054,455,-3247.968964,-3247.974205,-0.00524082,-3247.874477,-3247.879765,-0.005288,5.3366,6.097,-0.24495,0.10267,-0.07765,0.08604,391.8674927,-0.63664,0.07041,-0.63664,0.65399,-1.78941,20,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
KTXHLWZQKQDFRF-ZHACJKMWSA-N,(E)-3-(2-nitrophenyl)-1-phenylprop-2-en-1-one; (2E)-3-(2-nitrophenyl)-1-phenylprop-2-en-1-one; (E)-1-phenyl-3-(2-nitrophenyl)prop-2-en-1-one; (E)-3-(2-nitrophenyl)-1-phenyl-2-propen-1-one; 1-phenyl-3-(2-nitrophenyl)-2-propen-1-one; trans-2-nitrochalcone; trans-o-nitrochalcone,[O-][N+](=O)c1ccccc1\C=C\C(=O)c2ccccc2,37,-0.835359734,0.146096653,E,20,168.611,253.257,93,-858.5631423,-858.5698232,-0.006680935,-858.381825,-858.388387,-0.006562,6.8849,8.0483,-0.26053,0.06816,-0.11216,0.10162,480.4841309,-1.34831,-1.98266,-0.58356,0.52602,-0.85305,30,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
KUAZQDVKQLNFPE-UHFFFAOYSA-N,Thiram; TMTD,CN(C)C(=S)SSC(=S)N(C)C,47.8,-0.701577016,0.198803023,E,30,154.719,240.439,155,-1938.12558,-1938.132222,-0.00664184,-1937.990279,-1937.995604,-0.005325,0.7891,1.4649,-0.21372,0.14155,-0.03877,0.05481,427.7947998,0,-2.08375,-0.49183,0.25809,-0.93468,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
KWGLQTAUQVZWCE-UHFFFAOYSA-N,"N,N-bis(4-methylphenyl)-N-(3-methylphenyl)amine; 3,4?,4?-trimethyltriphenylamine; di(p-tolyl)(m-tolyl)amine",Cc1ccc(cc1)N(c2ccc(C)cc2)c3cccc(C)c3,Solubility: 19.23 p(g/100g solution),-0.232009418,0.586125454,E,16,240.095,287.404,56,-867.6780415,-867.6803694,-0.002327893,-867.372959,-867.374008,-0.001049,0.3904,0.4837,-0.1846,0.15436,-0.02596,0.02569,580.6061401,0,-4.71469,-0.6987,0.25364,-0.48126,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
LGHUDNBYQSBDCT-UHFFFAOYSA-N,3-nitro(diacetoxyiodo)benzene; 1-(diacetoxyiodo)-3-nitrobenzene; 3-(diacetoxyiodo)nitrobenzene; m-nitroiodobenzene diacetate; 1-diacetoxyiodanyl-3-nitro-benzene; 1-Diacetoxyjodanyl-3-nitro-benzol; m-Nitro-iodosobenzol-diacetat,CC(=O)O[I](OC(C)=O)c1cccc(c1)[N+]([O-])=O,25,-1.166840827,0.068101891,D,NA,212.058,367.097,155,-904.4332265,-904.442379,-0.00915243,-904.293505,-904.30331,-0.009805,4.7984,5.8277,-0.28157,0.05747,-0.12285,0.12266,513.9547729,-3.58675,-0.93834,-0.76929,1.30291,-1.7772,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
LILPOSVDSDEBCD-UHFFFAOYSA-N,"1,2-bis(thiocyanato)ethane; 1,2-dithiocyanatoethane; 1,2-dithiocyanoethane; 1,2-bis-thiocyanato-ethane; 1,2-Bis-thiocyanato-aethan; 1,2-Dithiocyanato-aethan; 2,5-Dithia-adiponitril",N#CSCCSC#N,20.8,-0.840965168,0.144223102,E,17,107.186,144.221,89,-1060.668389,-1060.675424,-0.00703512,-1060.630323,-1060.637836,-0.007513,0.0008,0.0027,-0.28913,0.11147,-0.06885,0.13022,320.1865845,0,-1.12468,-0.59729,0.32624,-0.00748,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOOJXSYHZHCBMU-UHFFFAOYSA-N,"2-Cyclohexyl-2,2-dipropylacetohydroxamsaeure",CCCC(CCC)(C(=O)NO)C1CCCCC1,55.515,-0.638280143,0.229995774,E,26,188.114,241.374,119.5,-754.9425267,-754.946192,-0.00366527,-754.589327,-754.593236,-0.003909,3.34,3.8217,-0.24897,0.17244,-0.00788,0.09006,491.8111877,-1.27822,-5.29249,-0.68559,0.66766,-1.6243,44,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
LOUPRKONTZGTKE-LHHVKLHASA-N,"quinidine; (+)-(8R,9S)-6'-methoxyinchonan-9-ol; (9S)-6'-methoxycinchonan-9-ol; (8R,9S)-quinine; (+)-quinidine; cinchonine; Quinidine",COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,11.905,-1.435382236,0.036695919,D,25,288.696,324.423,172,-1036.509138,-1036.51531,-0.00617119,-1036.150478,-1036.156431,-0.005953,1.2244,1.5288,-0.21508,0.11919,-0.06113,0.05617,578.5973511,-1.31039,-3.73058,-0.76744,0.5004,-2.29397,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
LPTITAGPBXDDGR-IBEHDNSVSA-N,"beta-D-glucose pentaacetate; 1,2,3,4,6-penta-O-acetyl-beta-D-glucopyranose; (2S,3R,4S,5R,6R)-6-(acetoxymethyl)tetrahydro-2H-pyran-2,3,4,5-tetrayl tetraacetate; [(2R,3R,4S,5R,6S)-3,4,5,6-tetraacetoxytetrahydropyran-2-yl]methyl acetate; acetic acid 4,5,6-triacetoxy-2-acetoxymethyltetrahydropyran-3-yl ester; 6-(acetoxymethyl)tetrahydro-2H-pyran-2,3,4,5-tetra-yl tetraacetate; 6-(acetoxymethyl)tetrahydro-2H-pyran-2,3,4,5-tetrayl tetraacetate",CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,124.009,-0.497994303,0.317691574,E,25,272.782,390.344,130,-1450.536996,-1450.549034,-0.01203783,-1450.221553,-1450.233964,-0.012411,2.9081,3.3074,-0.28781,0.15924,-0.02108,0.1289,663.8707275,-6.47445,0.58737,-0.78094,0.82937,-6.47445,49,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
LQDFBFVNDDEUKX-UHFFFAOYSA-N,4-m-Tolylazo-phenol; 4'-Oxy-3-methyl-azobenzol; Toluol-(3azo4)-phenol; 4-m-Toluolazo-phenol; 4-[-2-[3-(methyl)phenyl]diazenyl]-phenol; 4-<3-Methyl-phenylazo>-phenol; 3'-Methyl-4-hydroxy-azobenzol,Cc1cccc(c1)N=Nc2ccc(O)cc2,100 g solvent dissolves. 3.1 g Substance.,-0.892983945,0.12794286,E,30,166.411,212.251,144,-687.3256217,-687.3298634,-0.004241763,-687.146318,-687.150671,-0.004353,1.7492,1.9971,-0.22249,0.09453,-0.08579,0.06358,450.3106384,-0.70292,-2.17268,-0.70292,0.51569,-1.11463,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
LTHCSWBWNVGEFE-UHFFFAOYSA-N,n-octanamide; Octanamid,CCCCCCCC(N)=O,100 g solvent dissolves. 0.49 g Substance.,-1.523330774,0.029968791,D,20,146.061,143.229,106,-445.1148103,-445.1199043,-0.00509391,-444.909956,-444.914524,-0.004568,3.7124,4.291,-0.25994,0.17102,-0.0093,0.10103,398.9230347,-0.66257,-2.87809,-0.87601,0.68016,-1.53858,27,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LTUUGSGSUZRPRV-UHFFFAOYSA-N,6-methyl-2-pyridinecarboxylic acid; 6-methylpicolinic acid,Cc1cccc(n1)C(O)=O,11,-1.095765126,0.080211174,D,20,98.997,137.138,128,-476.1963581,-476.2012909,-0.004932798,-476.100183,-476.10585,-0.005667,2.7134,3.1484,-0.26964,0.10803,-0.07229,0.11073,318.1700745,-1.32394,-0.31321,-0.7122,0.79151,-1.75807,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
LULAYUGMBFYYEX-UHFFFAOYSA-N,3-chlorobenzoate; 3-chlorobenzoic acid; m-Chlorobenzoic acid,OC(=O)c1cccc(Cl)c1,6.6,-1.375161842,0.042153939,D,15,129.032,156.569,154,-880.436425,-880.4400807,-0.003655724,-880.364738,-880.368587,-0.003849,0.6297,0.7371,-0.26757,0.10455,-0.07577,0.10866,313.4458313,-1.34144,-0.26461,-0.72176,0.80828,-1.33918,15,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
LVEZJGGQISTLBD-UHFFFAOYSA-N,"bis(p-nitrobenzylidene) pentaerythritol diacetal; 3,9-bis-(4-nitro-phenyl)-2,4,8,10-tetraoxa-spiro[5.5]undecane; 3,9-Bis-(4-nitro-phenyl)-2,4,8,10-tetraoxa-spiro[5.5]undecan",[O-][N+](=O)c1ccc(cc1)C2OCC3(CO2)COC(OC3)c4ccc(cc4)[N+]([O-])=O,3.6,-2.048313378,0.008947189,C,NA,253.947,402.361,228,-1445.98794,-1445.997476,-0.00953646,-1445.682463,-1445.692356,-0.009893,7.5352,8.6225,-0.28956,0.07211,-0.10821,0.13065,634.5358276,-3.96593,-1.54473,-0.5983,0.49711,-2.97171,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
LVLNPXCISNPHLE-UHFFFAOYSA-N,"2-[(4-hydroxyphenyl)methyl]phenol; 2,4'-dihydroxydiphenyl methane; 4,2'-bis(hydroxyphenyl)methane; 2,4'-dihydroxydiphenylmethane; 2,4'-bis(hydroxyphenyl)methane; 2,4'-BPF; 2,4'-methanediyl-di-phenol",Oc1ccc(Cc2ccccc2O)cc1,100 g solvent dissolves. 0.9 g Substance.,-1.404797714,0.039373343,D,25,147.994,200.237,116,-653.0783883,-653.0832006,-0.004812337,-652.899999,-652.904973,-0.004974,2.2899,2.5689,-0.22559,0.14979,-0.03053,0.06668,409.7601318,-1.43178,-2.11507,-0.71965,0.51854,-1.43178,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
LVZVHGWKJUGCNO-UHFFFAOYSA-N,5-(2-benzoylhydrazinyl)-5-oxopentanoic acid; N2-Benzoylglutarsaeuremonohydrazid,OC(=O)CCCC(=O)NNC(=O)c1ccccc1,7.507,-1.522914612,0.029997523,D,25,191.932,250.254,171,-876.1630696,-876.174399,-0.011329429,-875.957357,-875.970512,-0.013155,1.4757,1.7431,-0.24084,0.11878,-0.06154,0.08193,502.5939941,-2.69817,-0.68733,-0.72639,0.823,-3.61724,32,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
LXKCZUOSRQSRHW-UHFFFAOYSA-N,DL-6-hydroxystearic acid; 6-hydroxystearic acid; 6-hydroxy-octadecanoic acid; 6-Hydroxy-octadecansaeure; 5-Hydroxy-heptadecan-carbonsaeure-(1); 6-Hydroxy-stearinsaeure; epsilon-Oxy-stearinsaeure,CCCCCCCCCCCCC(O)CCCCC(O)=O,7,-1.632720421,0.023295905,D,NA,287.076,300.482,82,-933.3475721,-933.3532423,-0.005670142,-932.88785,-932.894217,-0.006367,0.5023,0.4714,-0.27402,0.17372,-0.0066,0.11511,718.0446777,-2.14434,-6.87051,-0.78738,0.82295,-2.14434,57,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
MBOQVJIBAPJWKN-UHFFFAOYSA-N,2-acetylamino-4-methyl-benzoic acid ethyl ester; 2-Acetylamino-4-methyl-benzoesaeure-aethylester,CCOC(=O)c1ccc(C)cc1NC(C)=O,100 g solvent dissolves. 52 g Substance.,0.313612393,2.058791625,F,20,180.661,221.256,72,-746.8172888,-746.8217641,-0.004475339,-746.609235,-746.613773,-0.004538,3.79,4.3982,-0.23285,0.11819,-0.06213,0.07394,463.8519287,-1.86786,-1.50124,-0.76797,0.82017,-2.5082,31,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
MCRZWYDXIGCFKO-UHFFFAOYSA-N,n-butylmalonic acid; 2-n-butyl malonic acid; 2-butylmalonic acid; butylmalonic acid; Butyl-malonsaeure; 2-butyl-malonic acid; n-butyl malonic acid,CCCCC(C(O)=O)C(O)=O,100 g solvent dissolves. 0.044 g Substance.,-2.618624393,0.002406443,C,25,136.954,160.17,103,-574.9253746,-574.9312788,-0.005904204,-574.775125,-574.781221,-0.006096,2.2309,2.6101,-0.29865,0.15195,-0.02837,0.13974,367.7709351,-2.65189,-0.86553,-0.71903,0.83739,-2.65189,23,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
MENUYOGJCXAFFU-UHFFFAOYSA-N,2-phenylhydrazonomalononitrile; 2-(phenylhydrazono)-malononitrile; 2?phenylhydrazonomalononitrile; 2-[2-(phenyl)hydrazono]malononitrile; carbonyl cyanide-4-phenylhydrazone; 2-phenylhydrazonopropanedinitrile; 2-(phenylhydrazono)malononitrile,N#CC(=NNc1ccccc1)C#N,83.213,-0.310699476,0.488990615,E,25,136.985,170.173,137,-565.5186074,-565.5246161,-0.006008653,-565.42074,-565.426738,-0.005998,6.5116,7.5759,-0.25055,0.06792,-0.1124,0.09164,379.4158936,0,-0.64119,-0.32798,0.41949,-1.06378,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
MGNCLNQXLYJVJD-UHFFFAOYSA-N,"1,3,5-trichloro-2,4,6-triazine; cyanuric chloride",Clc1nc(Cl)nc(Cl)n1,Solubility: 1.9E1 g/100g solvent,-0.044531471,0.902544303,E,25,70.067,184.412,145,-1659.162201,-1659.164516,-0.00231522,-1659.160337,-1659.162739,-0.002402,0.0004,0.0005,-0.32802,0.08194,-0.09838,0.16911,299.5189514,0,1.22156,-0.49802,0.40719,-1.22154,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
