StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
JTGMTYWYUZDRBK-UHFFFAOYSA-N,"9,10-dimethylanthracene; 9,10-bis(chlorodimethyl)anthracene; 9,10-Dimethylanthracene; 9,10-dimethyl-anthracene; 1,9-dimethylantharacene; 9,10-dimethyl anthracene; 9,10-DMA",Cc1c2ccccc2c(C)c3ccccc13,29,-0.852073862,E,20,285.714,206.287,183,0.074791161,0.072287493,-0.002503668,0.268946,0.266076,-0.00287,0.0003,0.0004,-0.29197,0.15354,-0.02678,0.13306,410.4481506,0,-2.212105,-0.486712,0.170874,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
JUTIJVADGQDBGY-UHFFFAOYSA-N,"5,6,11,12-tetrahydro-5,12;6,11-di-o-benzeno-dibenzo[a,e]cyclooctene; dianthracene; 5,6,11,12-Tetrahydro-5,12;6,11-di-o-benzeno-dibenzo[a,e]cycloocten",c1ccc2C3C4c5ccccc5C(C(c2c1)c6ccccc36)c7ccccc47,1,-2.552019331,C,25,406.907,356.467,260,0.163140464,0.15965985,-0.003480614,0.489448,0.485402,-0.004046,0,0,-0.32471,0.18986,0.00954,0.1658,557.7079468,0,-2.959721,-0.177491,0.151712,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
JUVIOZPCNVVQFO-HBGVWJBISA-N,"rotenone; (2R,6aS,12aS)-8,9-dimethoxy-2-(prop-1-en-2-yl)-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one; (6aS,12aS,5?R)-rotenone; (6aS,12aS,5'R)-rotenone; (?)-rotenone; (-)-rotenone; Rotenone",COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,85,-0.666544407,E,20,400.54,394.424,163,-0.26987371,-0.279321192,-0.009447481,0.048951,0.038749,-0.010202,3.681,4.3187,-0.29732,0.16088,-0.01944,0.13841,653.5411987,-2.390794,-1.264502,-0.536439,0.617751,-2.390794,51,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
JUYSLKGFKJWMCH-UHFFFAOYSA-N,3-phenyl-2-hexenoic acid; 3-phenyl-hex-2-enoic acid; 3-Phenyl-hex-2-ensaeure; beta-propyl-cinnamic acid; 3-Propyl-3-phenyl-acrylsaeure,CCCC(=CC(O)=O)c1ccccc1,100 g solvent dissolves. 58 g Substance.; lower-melting beta-propyl-cinnamic acid,0.426625697,F,22,234.87,190.242,83,-0.112073372,-0.116084906,-0.004011535,0.059375,0.053947,-0.005428,2.8539,3.3334,-0.35229,0.16394,-0.01638,0.19338,422.5039063,-1.09729,-1.277717,-0.552876,0.693281,-1.09729,28,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
JXKYZFOIAYHFNI-ISLYRVAYSA-N,1-[4-(2-ethyl-4-hydroxy-phenylazo)-phenyl]-ethanone; 1-[4-(2-Aethyl-4-hydroxy-phenylazo)-phenyl]-aethanon,CCc1cc(O)ccc1N=Nc2ccc(cc2)C(C)=O,100 g solvent dissolves. 6.9 g Substance.,-0.647291755,E,30,323.973,268.315,117,-0.007311254,-0.013556028,-0.006244774,0.206513,0.199226,-0.007287,4.0107,4.8738,-0.32975,0.13794,-0.04238,0.17084,534.6367188,-1.001767,-1.662421,-0.639574,0.611529,-1.273479,36,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
JYGXADMDTFJGBT-VWUMJDOOSA-N,HYDROCORTISONE,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,0.13,-3.445323923,B,25,406.996,362.466,219,-0.382170646,-0.388138819,-0.005968173,0.007979,0.00018,-0.007799,4.5675,4.0565,-0.36254,0.1708,-0.00952,0.20363,552.6247559,-2.734632,-2.54225,-0.586934,0.612627,-2.734632,56,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
JZFDKGFWNSQAHU-UHFFFAOYSA-N,2-(4'-ethylbenzoyl)benzoic acid; 2-(4-ethylbenzoyl)benzoic acid; 2-(4-ethyl-benzoyl)-benzoic acid; 2-(4-Aethyl-benzoyl)-benzoesaeure; 4'-Aethyl-benzophenon-carbonsaeure-(2); 4'-ethyl-benzophenone-2-carboxylic acid; 2-<4-Ethyl-benzoyl>-benzoesaeure,CCc1ccc(cc1)C(=O)c2ccccc2C(O)=O,Solubility: 1.09 molpercent,-0.912776034,E,29.62,277.66,254.285,122,-0.128300998,-0.13444537,-0.006144372,0.064119,0.058198,-0.005921,4.6027,5.5171,-0.35452,0.14526,-0.03506,0.19561,486.0103455,-1.532621,-0.891098,-0.531351,0.647302,-1.532621,33,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
JZUTXVTYJDCMDU-MOPGFXCFSA-N,hydrastine; Hydrastine; Hydrastin,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5cc34,100 g solvent dissolves. 5.6 g Substance.,-0.892961108,E,15,372.622,383.401,132,-0.2630433,-0.271890686,-0.008847387,0.043952,0.034518,-0.009434,5.1329,5.8808,-0.31599,0.15977,-0.02055,0.15708,598.5932007,-2.45439,-0.534262,-0.520402,0.703785,-2.771021,49,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
KAIFVTULVGBPRY-UHFFFAOYSA-N,cyano-(2-methoxy-phenylhydrazono)-acetic acid ethyl ester; Mesoxalsaeure-aethylester-nitril-(2-methoxy-phenylhydrazon); Cyan-(2-methoxy-phenylhydrazono)-essigsaeure-aethylester; Cyanoglyoxalsaeureethylester-o-methoxyphenylhydrazon,CCOC(=O)C(=NNc1ccccc1OC)C#N,100 g solvent dissolves. 3.24 g Substance.; beta-form,-0.94009421,E,18,257.902,247.254,145,-0.051960798,-0.060002241,-0.008041443,0.121898,0.110423,-0.011475,8.0355,9.535,-0.328,0.13906,-0.04126,0.16909,498.9069519,-1.383194,-0.504257,-0.549569,0.690489,-1.712399,31,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
KBEQLIYKBJSPNY-NRUUGDAUSA-N,((1R)-bornyl)-carbamic acid ethyl ester; ((1R)-Bornyl)-carbamidsaeure-aethylester; Bornylcarbamidsaeure-aethylester; Bornylurethan,CCOC(=O)NC1CC2CC[C@]1(C)C2(C)C,15.1,-1.173843997,D,NA,294.233,225.331,93,-0.197433752,-0.201752162,-0.00431841,0.07353,0.068544,-0.004986,2.3773,2.5279,-0.35406,0.21449,0.03417,0.19515,455.8986511,-1.088911,-2.024767,-0.5899,0.712248,-1.583007,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
KFTHUBZIEMOORC-ARJAWSKDSA-N,(Z)-2-methyl-2-buteneamide; (Z)-2-methyl-2-butenamide; Angelicasaeureamid; angelic acid amide; Angelicasaeure-amid; 2-Methyl-cis-crotonamid; Tiglinsaeureamid,C\C=C(\C)C(N)=O,100 g solvent dissolves. 0.34 g Substance.,-1.522233474,D,20,146.94,99.1326,165,-0.075005176,-0.080346258,-0.005341083,0.012313,0.00613,-0.006183,4.0869,4.7041,-0.36732,0.20427,0.02395,0.20841,288.6257629,-0.58728,-0.535363,-0.588426,0.61738,-1.175706,16,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
KFTHUBZIEMOORC-ONEGZZNKSA-N,(E)-2-methyl-2-butenamide; dimethyl-acrylamide; (2E)-2-methylbut-2-enamide; (E)-2-methylbut-2-enamide; Tiglinsaeureamid; tiglic amide; bismethylacrylamide,C\C=C(/C)C(N)=O,100 g solvent dissolves. 1.4 g Substance.,-0.907584355,E,20,168.516,99.1326,127,-0.073621966,-0.079061669,-0.005439704,0.01351,0.007682,-0.005828,4.3898,4.9894,-0.36584,0.19745,0.01713,0.20693,288.4606934,-0.591031,-0.525171,-0.591031,0.607107,-1.173782,16,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
KGCNHWXDPDPSBV-UHFFFAOYSA-N,4-nitrobenzyl chloride; 4-chloromethylnitrobenzene; 4-Nitrobenzyl chloride,[O-][N+](=O)c1ccc(CCl)cc1,100 g solvent dissolves. 74.2 g Substance.,-0.421566245,E,30,129.408,171.583,70,0.007762664,0.002617138,-0.005145526,0.086674,0.080857,-0.005817,5.0714,5.6772,-0.3913,0.12137,-0.05895,0.23239,336.8209534,-0.971202,-0.811353,-0.48561,0.841033,-0.26852,17,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
KMPWYEUPVWOPIM-KODHJQJWSA-N,Cinchonidin; Cinchonidine,O[C@@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,1.111,-2.423217846,C,25,349.725,294.396,205,0.020479338,0.014994063,-0.005485275,0.322476,0.316778,-0.005698,3.6501,3.9855,-0.33789,0.15426,-0.02606,0.17898,524.2999878,-0.559547,-2.25862,-0.559547,0.318765,-1.228287,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
KOOOGBROHMNAPU-UHFFFAOYSA-N,2-nitrobenzoyl azide; 2-nitro-benzoyl azide; N3C(O)C6H4-2-NO2; 2-Nitro-benzoylazid; 2-Nitro-benzazid,[O-][N+](=O)c1ccccc1C(=O)N=[N+]=[N-],100 g solvent dissolves. 12 g Substance.,-0.261918872,E,20,123.543,192.134,44,0.096729228,0.09007367,-0.006655558,0.167366,0.159797,-0.007569,5.9685,6.7812,-0.40446,0.11317,-0.06715,0.24555,362.3860474,-1.418141,0.042428,-0.587513,0.837847,-0.752619,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
KQIIQHABYHQKFG-UHFFFAOYSA-N,"N-[(4-bromo-3,5-difluorine)phenyl]acrylamide; BDPA",C=CC(=O)Nc1cc(F)c(Br)c(F)c1,Solubility: 0.07 molpercent,-2.105104492,C,23.19,150.687,262.054,455,-0.144679241,-0.149766887,-0.005087646,-0.063344,-0.066913,-0.003569,6.152,6.9733,-0.34336,0.14421,-0.03611,0.18445,392.8206787,-0.523141,0.061731,-0.523141,0.637278,-1.306306,20,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
KTXHLWZQKQDFRF-ZHACJKMWSA-N,(E)-3-(2-nitrophenyl)-1-phenylprop-2-en-1-one; (2E)-3-(2-nitrophenyl)-1-phenylprop-2-en-1-one; (E)-1-phenyl-3-(2-nitrophenyl)prop-2-en-1-one; (E)-3-(2-nitrophenyl)-1-phenyl-2-propen-1-one; 1-phenyl-3-(2-nitrophenyl)-2-propen-1-one; trans-2-nitrochalcone; trans-o-nitrochalcone,[O-][N+](=O)c1ccccc1\C=C\C(=O)c2ccccc2,37,-0.835359734,E,20,227.344,253.257,93,0.043534753,0.037503271,-0.006031483,0.209801,0.203417,-0.006384,3.5136,4.382,-0.36264,0.12112,-0.0592,0.20373,468.0760498,-1.482743,-1.237078,-0.502404,0.848707,-0.634036,30,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
KUAZQDVKQLNFPE-UHFFFAOYSA-N,Thiram; TMTD,CN(C)C(=S)SSC(=S)N(C)C,47.8,-0.701577016,E,30,203.835,240.439,155,0.062804486,0.050537851,-0.012266635,0.179369,0.167338,-0.012031,3.6908,5.3495,-0.30697,0.11492,-0.0654,0.14806,423.4604797,0,-0.90303,-0.597396,0.231361,-1.284154,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
KWGLQTAUQVZWCE-UHFFFAOYSA-N,"N,N-bis(4-methylphenyl)-N-(3-methylphenyl)amine; 3,4?,4?-trimethyltriphenylamine; di(p-tolyl)(m-tolyl)amine",Cc1ccc(cc1)N(c2ccc(C)cc2)c3cccc(C)c3,Solubility: 19.23 p(g/100g solution),-0.232009418,E,16,389.733,287.404,56,0.082023369,0.079226353,-0.002797016,0.362015,0.358686,-0.003329,0.9506,1.0956,-0.28394,0.18868,0.00836,0.12503,577.2634277,0,-3.107875,-0.525899,0.312702,-0.370139,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
LGHUDNBYQSBDCT-UHFFFAOYSA-N,3-nitro(diacetoxyiodo)benzene; 1-(diacetoxyiodo)-3-nitrobenzene; 3-(diacetoxyiodo)nitrobenzene; m-nitroiodobenzene diacetate; 1-diacetoxyiodanyl-3-nitro-benzene; 1-Diacetoxyjodanyl-3-nitro-benzol; m-Nitro-iodosobenzol-diacetat,CC(=O)O[I](OC(C)=O)c1cccc(c1)[N+]([O-])=O,25,-1.166840827,D,NA,203.548,367.097,155,-0.272750468,-0.282329908,-0.00957944,-0.140107,-0.152354,-0.012247,5.7444,6.3637,-0.37252,0.10616,-0.07416,0.21361,484.7838135,-3.465469,-0.382554,-0.647363,0.987298,-1.633844,28,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
LILPOSVDSDEBCD-UHFFFAOYSA-N,"1,2-bis(thiocyanato)ethane; 1,2-dithiocyanatoethane; 1,2-dithiocyanoethane; 1,2-bis-thiocyanato-ethane; 1,2-Bis-thiocyanato-aethan; 1,2-Dithiocyanato-aethan; 2,5-Dithia-adiponitril",N#CSCCSC#N,20.8,-0.840965168,E,17,98.191,144.221,89,0.118056667,0.109353884,-0.008702783,0.149145,0.142202,-0.006943,0.0089,3.6007,-0.36315,0.13564,-0.04468,0.20424,310.3506775,0,-0.645685,-0.305294,0.196199,-0.120688,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOOJXSYHZHCBMU-UHFFFAOYSA-N,"2-Cyclohexyl-2,2-dipropylacetohydroxamsaeure",CCCC(CCC)(C(=O)NO)C1CCCCC1,55.515,-0.638280143,E,26,333.446,241.374,119.5,-0.171249321,-0.175190146,-0.003940825,0.144805,0.140931,-0.003874,3.4294,3.8205,-0.346,0.19497,0.01465,0.18709,488.213623,-0.936451,-2.869101,-0.54308,0.516147,-1.227358,44,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
LOUPRKONTZGTKE-LHHVKLHASA-N,"quinidine; (+)-(8R,9S)-6'-methoxyinchonan-9-ol; (9S)-6'-methoxycinchonan-9-ol; (8R,9S)-quinine; (+)-quinidine; cinchonine; Quinidine",COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,11.905,-1.435382236,D,25,361.513,324.423,172,-0.041436254,-0.047726117,-0.006289863,0.284478,0.276619,-0.007859,1.6577,2.5216,-0.31559,0.15725,-0.02307,0.15668,569.5007935,-0.941282,-2.218769,-0.561315,0.332842,-1.566652,48,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
LPTITAGPBXDDGR-IBEHDNSVSA-N,"beta-D-glucose pentaacetate; 1,2,3,4,6-penta-O-acetyl-beta-D-glucopyranose; (2S,3R,4S,5R,6R)-6-(acetoxymethyl)tetrahydro-2H-pyran-2,3,4,5-tetrayl tetraacetate; [(2R,3R,4S,5R,6S)-3,4,5,6-tetraacetoxytetrahydropyran-2-yl]methyl acetate; acetic acid 4,5,6-triacetoxy-2-acetoxymethyltetrahydropyran-3-yl ester; 6-(acetoxymethyl)tetrahydro-2H-pyran-2,3,4,5-tetra-yl tetraacetate; 6-(acetoxymethyl)tetrahydro-2H-pyran-2,3,4,5-tetrayl tetraacetate",CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,124.009,-0.497994303,E,25,291.683,390.344,130,-0.803108351,-0.816661687,-0.013553336,-0.525949,-0.540806,-0.014857,3.3119,3.7684,-0.38801,0.18795,0.00763,0.2291,677.1512451,-5.531057,1.063261,-0.592725,0.707361,-5.531057,49,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
LQDFBFVNDDEUKX-UHFFFAOYSA-N,4-m-Tolylazo-phenol; 4'-Oxy-3-methyl-azobenzol; Toluol-(3azo4)-phenol; 4-m-Toluolazo-phenol; 4-[-2-[3-(methyl)phenyl]diazenyl]-phenol; 4-<3-Methyl-phenylazo>-phenol; 3'-Methyl-4-hydroxy-azobenzol,Cc1cccc(c1)N=Nc2ccc(O)cc2,100 g solvent dissolves. 3.1 g Substance.,-0.892983945,E,30,246.829,212.251,144,0.065085537,0.060841691,-0.004243846,0.228271,0.223478,-0.004793,1.7276,1.7993,-0.3244,0.14469,-0.03563,0.16549,457.3743591,-0.470851,-1.452759,-0.512584,0.371111,-0.76332,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
LTHCSWBWNVGEFE-UHFFFAOYSA-N,n-octanamide; Octanamid,CCCCCCCC(N)=O,100 g solvent dissolves. 0.49 g Substance.,-1.523330774,D,20,259.461,143.229,106,-0.132858881,-0.137845436,-0.004986555,0.047137,0.042866,-0.004271,3.9107,4.505,-0.38378,0.22311,0.04279,0.22487,397.6366882,-0.590534,-1.500388,-0.603609,0.628063,-1.194143,27,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LTUUGSGSUZRPRV-UHFFFAOYSA-N,6-methyl-2-pyridinecarboxylic acid; 6-methylpicolinic acid,Cc1cccc(n1)C(O)=O,11,-1.095765126,D,20,120.181,137.138,128,-0.093349409,-0.101105341,-0.007755932,-0.007861,-0.018385,-0.010524,3.4618,4.2492,-0.37593,0.14327,-0.03705,0.21702,325.626709,-1.013159,-0.075993,-0.511925,0.642051,-1.359187,17,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
LULAYUGMBFYYEX-UHFFFAOYSA-N,3-chlorobenzoate; 3-chlorobenzoic acid; m-Chlorobenzoic acid,OC(=O)c1cccc(Cl)c1,6.6,-1.375161842,D,15,129.072,156.569,154,-0.116590214,-0.119922266,-0.003332051,-0.05425,-0.058398,-0.004148,1.2844,1.4742,-0.36656,0.13926,-0.04106,0.20765,314.1631165,-1.057709,0.076432,-0.529843,0.650265,-1.135496,15,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
LVEZJGGQISTLBD-UHFFFAOYSA-N,"bis(p-nitrobenzylidene) pentaerythritol diacetal; 3,9-bis-(4-nitro-phenyl)-2,4,8,10-tetraoxa-spiro[5.5]undecane; 3,9-Bis-(4-nitro-phenyl)-2,4,8,10-tetraoxa-spiro[5.5]undecan",[O-][N+](=O)c1ccc(cc1)C2OCC3(CO2)COC(OC3)c4ccc(cc4)[N+]([O-])=O,3.6,-2.048313378,C,NA,317.231,402.361,228,-0.199742514,-0.210754667,-0.011012152,0.077945,0.066744,-0.011201,9.2269,10.2837,-0.39195,0.12423,-0.05609,0.23304,637.1500854,-3.857118,-0.724022,-0.484781,0.836276,-2.184567,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
LVLNPXCISNPHLE-UHFFFAOYSA-N,"2-[(4-hydroxyphenyl)methyl]phenol; 2,4'-dihydroxydiphenyl methane; 4,2'-bis(hydroxyphenyl)methane; 2,4'-dihydroxydiphenylmethane; 2,4'-bis(hydroxyphenyl)methane; 2,4'-BPF; 2,4'-methanediyl-di-phenol",Oc1ccc(Cc2ccccc2O)cc1,100 g solvent dissolves. 0.9 g Substance.,-1.404797714,D,25,227.233,200.237,116,-0.074891244,-0.079367923,-0.004476679,0.085067,0.079957,-0.00511,1.933,2.2008,-0.32774,0.17695,-0.00337,0.16883,408.5231018,-0.973563,-1.320968,-0.488392,0.338585,-0.973563,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
LVZVHGWKJUGCNO-UHFFFAOYSA-N,5-(2-benzoylhydrazinyl)-5-oxopentanoic acid; N2-Benzoylglutarsaeuremonohydrazid,OC(=O)CCCC(=O)NNC(=O)c1ccccc1,7.507,-1.522914612,D,25,250.375,250.254,171,-0.225796907,-0.235239668,-0.009442762,-0.046096,-0.05645,-0.010354,2.0983,2.4883,-0.36074,0.1588,-0.02152,0.20183,508.2981873,-2.143028,0.046253,-0.539476,0.660929,-2.869266,32,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
LXKCZUOSRQSRHW-UHFFFAOYSA-N,DL-6-hydroxystearic acid; 6-hydroxystearic acid; 6-hydroxy-octadecanoic acid; 6-Hydroxy-octadecansaeure; 5-Hydroxy-heptadecan-carbonsaeure-(1); 6-Hydroxy-stearinsaeure; epsilon-Oxy-stearinsaeure,CCCCCCCCCCCCC(O)CCCCC(O)=O,7,-1.632720421,D,NA,451.736,300.482,82,-0.357568072,-0.363318759,-0.005750687,0.050686,0.045519,-0.005167,1.5692,1.4441,-0.38429,0.1999,0.01958,0.22538,715.4223633,-1.671077,-3.790121,-0.585254,0.661531,-1.671077,57,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
MBOQVJIBAPJWKN-UHFFFAOYSA-N,2-acetylamino-4-methyl-benzoic acid ethyl ester; 2-Acetylamino-4-methyl-benzoesaeure-aethylester,CCOC(=O)c1ccc(C)cc1NC(C)=O,100 g solvent dissolves. 52 g Substance.,0.313612393,F,20,248.984,221.256,72,-0.215382605,-0.221932561,-0.006549955,-0.029671,-0.037616,-0.007945,2.3185,2.4178,-0.33352,0.1607,-0.01962,0.17461,462.2590942,-1.616922,-0.693604,-0.623627,0.693523,-2.148579,31,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
MCRZWYDXIGCFKO-UHFFFAOYSA-N,n-butylmalonic acid; 2-n-butyl malonic acid; 2-butylmalonic acid; butylmalonic acid; Butyl-malonsaeure; 2-butyl-malonic acid; n-butyl malonic acid,CCCCC(C(O)=O)C(O)=O,100 g solvent dissolves. 0.044 g Substance.,-2.618624393,C,25,192.035,160.17,103,-0.322608306,-0.327959421,-0.005351115,-0.193099,-0.198938,-0.005839,2.498,2.6786,-0.42347,0.18001,-0.00031,0.26456,368.5285034,-2.062155,-0.201461,-0.527383,0.665406,-2.062155,23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
MENUYOGJCXAFFU-UHFFFAOYSA-N,2-phenylhydrazonomalononitrile; 2-(phenylhydrazono)-malononitrile; 2?phenylhydrazonomalononitrile; 2-[2-(phenyl)hydrazono]malononitrile; carbonyl cyanide-4-phenylhydrazone; 2-phenylhydrazonopropanedinitrile; 2-(phenylhydrazono)malononitrile,N#CC(=NNc1ccccc1)C#N,83.213,-0.310699476,E,25,181.759,170.173,137,0.206607334,0.200667492,-0.005939842,0.296715,0.290145,-0.00657,6.4945,7.6351,-0.34496,0.12694,-0.05338,0.18605,381.5457764,0,-0.503147,-0.253726,0.274009,-0.603413,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
MGNCLNQXLYJVJD-UHFFFAOYSA-N,"1,3,5-trichloro-2,4,6-triazine; cyanuric chloride",Clc1nc(Cl)nc(Cl)n1,Solubility: 1.9E1 g/100g solvent,-0.044531471,E,25,89.007,184.412,145,0.081118692,0.076428082,-0.00469061,0.081929,0.077153,-0.004776,0.1407,0.0672,-0.42082,0.1157,-0.06462,0.26191,300.5821533,0,1.047626,-0.435948,0.350155,-1.047625,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
