StdInChIKey,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,1st/2nd amine,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,alcohol,aldehyde,alkene,alkyne,amide,all aromatic,azo,unfused benzene ring,Br,carbonyl,carboxyl,Cl,aromatic C,ester,ether inc. ester,F,any halides,heterocyclic,H-bond acceptor,Acidic hydroxyl,H-bond donor,I,ketone,nitrile,nitro,aromatic N,aromatic O,P,at least 1 ring,S,sulfonamide,aromatic S,thioamide,thiol
JLYXXMFPNIAWKQ-GNIYUCBRSA-N,[C@@H]1([C@@H]([C@H]([C@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)Cl)Cl,100 g solvent dissolves. 6.4 g Substance.,-0.760220113,D,20,146.854,290.832,112.975,-0.11044803,-0.118847425,-0.008399395,-0.044275,-0.053212,-0.008937,3.3086,4.3215,-0.39244,0.24383,-0.03432,0.39265,366.8605347,0,-0.424567,-0.142201,0.20652,-0.791473,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JMXNBIDTNISOTA-MRLBHPIUSA-N,C1CCN2C[C@H]3C[C@H](CN4CCC[C@@H]([C@H]34)O)[C@@H]2C1,19.64,-1.10546509,C,17,308.271,250.384,166.25,-0.102241988,-0.112905299,-0.010663311,0.229736,0.218668,-0.011068,2.9944,3.6403,-0.3125,0.37898,0.10083,0.31271,461.6427307,-0.605643,-2.326546,-0.605643,0.336431,-1.328658,44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
JQKCQQVJGSNQFB-WCWDXBQESA-N,CCCC(Cc1ccccc1)/N(=N(\O)/C(CCC)Cc1ccccc1)/O,389.939,0.041390235,E,25,468.843,354.492,109,0.031075066,0.01918339,-0.011891676,0.433009,0.422319,-0.01069,2.4541,3.4976,-0.33558,0.29789,0.01974,0.33579,635.7972412,-0.998118,-4.149923,-0.515523,0.32833,-1.052414,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRQDVRIQJJPHEQ-UHFFFAOYSA-N,c1cc(c(c(c1)[N+](=O)[O-])Cl)C(=O)O,125,-0.207507264,D,25,120.104,201.566,183,-0.113604266,-0.126839351,-0.013235085,-0.04818,-0.062407,-0.014227,5.8785,8.043,-0.38837,0.20919,-0.06896,0.38858,337.9586792,-2.058225,0.230446,-0.543176,0.877474,-1.164874,17,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
JSSSSIRXRJUGAL-UHFFFAOYSA-N,c1ccc(cc1)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,0.074,-3.689890553,A,25,308.581,362.345,237,0.14822062,0.131691407,-0.016529214,0.379628,0.361587,-0.018041,9.3539,11.9269,-0.345,0.21294,-0.06521,0.34521,605.8988647,-2.084418,-1.791611,-0.547068,0.900173,-0.730243,41,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
JTGMTYWYUZDRBK-UHFFFAOYSA-N,Cc1c2ccccc2c(C)c2ccccc12,1.2,-2.235290614,B,20,230.064,206.287,181.25,0.074791161,0.068766176,-0.006024985,0.268946,0.262171,-0.006775,0.0003,0.0006,-0.29197,0.25137,-0.02678,0.29218,410.9429321,0,-2.291703,-0.493247,0.17496,0,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JTVBCXIVJCAUBK-UHFFFAOYSA-N,Cn1cc(c(=O)[nH]c1=O)[N+](=O)[O-],1.15,-2.172582627,B,17,96.498,171.112,255.75,-0.120394062,-0.143106909,-0.022712847,-0.049719,-0.074708,-0.024989,6.7846,10.0678,-0.39786,0.21362,-0.06453,0.39807,324.8468018,-2.067961,0.783881,-0.615804,0.944507,-1.91366,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
JUFADMDNFLYBPC-UHFFFAOYSA-N,CCCCCC(=O)NCCNC(=O)CCCCC,64.8,-0.597324383,D,25,385.809,256.389,177.15,-0.225915505,-0.245443573,-0.019528068,0.091749,0.075864,-0.015885,0,0,-0.36472,0.31872,0.04057,0.36493,623.446106,-1.297038,-2.194742,-0.648519,0.626334,-2.293384,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JUVIOZPCNVVQFO-HBGVWJBISA-N,C=C(C)[C@H]1Cc2c(ccc3C(=O)[C@H]4c5cc(c(cc5OC[C@H]4Oc23)OC)OC)O1,2,-2.294933337,B,20,377.501,394.424,163.5,-0.26987371,-0.291458229,-0.021584519,0.048949,0.025039,-0.02391,3.681,5.3366,-0.29732,0.25871,-0.01944,0.29753,654.1065674,-2.490197,-1.271896,-0.562032,0.628978,-2.490197,51,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
JYGXADMDTFJGBT-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O,14.6987,-1.391988349,C,25.04,409.288,362.466,217.17,-0.382170651,-0.3989034,-0.016732749,0.007984,-0.011862,-0.019846,4.5672,6.62,-0.36254,0.26862,-0.00953,0.36275,554.2896118,-2.846459,-2.517,-0.614166,0.636217,-2.846459,56,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
JZFDKGFWNSQAHU-UHFFFAOYSA-N,CCc1ccc(cc1)C(=O)c1ccccc1C(=O)O,Solubility: 12.27 molpercent,0.32238574,E,21.75,248.705,254.285,126,-0.128300998,-0.142448027,-0.014147029,0.064119,0.049676,-0.014443,4.6026,6.9711,-0.35452,0.24309,-0.03506,0.35473,488.3203125,-1.611089,-0.879259,-0.563294,0.661261,-1.611089,33,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
JZODKRWQWUWGCD-UHFFFAOYSA-N,CC(C)(C)c1cc(c(cc1O)C(C)(C)C)O,Solubility: 8.389 molpercent,0.157251372,E,24.89,277.195,222.327,216.5,-0.17801489,-0.186550072,-0.008535181,0.077705,0.06767,-0.010035,0.0025,0.0015,-0.30263,0.28464,0.00649,0.30284,447.9094238,-1.041189,-2.940564,-0.536079,0.346882,-1.041189,38,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
KDFNXUATOIFLSG-UHFFFAOYSA-N,c1ccc(c(c1)Cl)OC(=O)NC(=O)N,1.95,-2.041611296,B,18,181.411,214.608,179,-0.164501839,-0.18394798,-0.019446141,-0.071159,-0.090359,-0.0192,3.2684,7.5382,-0.34976,0.25538,-0.02277,0.34997,394.6921082,-1.545384,1.081552,-0.580435,0.763654,-2.718653,21,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
KJXSIXMJHKAJOD-LSDHHAIUSA-N,c1c(cc(c(c1O)O)O)[C@@H]1[C@H](C(=O)c2c(cc(cc2O1)O)O)O,170,-0.275046998,D,25,260.785,320.255,243.885,-0.466767016,-0.48433339,-0.017566374,-0.285113,-0.306275,-0.021162,2.0458,3.9189,-0.34412,0.24052,-0.03763,0.34433,508.3360291,-3.819009,0.444202,-0.688986,0.613199,-3.819009,35,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
KKWXXQXQVFLMOP-LSLJNABFSA-N,CC(=O)CC1=C(C(=O)O[C@@H]1C)C(C)(C)[C@@H]1C(=O)C(C)OC1=O,62.5,-0.693137174,D,20,332.145,308.331,171,-0.403738715,-0.430092187,-0.026353471,-0.147117,-0.17479,-0.027673,6.5475,10.9742,-0.38555,0.25425,-0.0239,0.38576,509.2378235,-2.955427,-0.875778,-0.65221,0.678062,-2.955427,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
KOOOGBROHMNAPU-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)N=[N+]=[N-])[N+](=O)[O-],100 g solvent dissolves. 4 g Substance.,-0.78430213,D,20,109.832,192.134,37.5,0.096729218,0.082034636,-0.014694582,0.16736,0.151791,-0.015569,5.9696,7.847,-0.40446,0.21099,-0.06716,0.40467,362.424469,-1.495659,0.071299,-0.590465,0.848381,-0.805866,18,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
KTHRQDFQEQQGDF-UHFFFAOYSA-N,CCCCCCCCCCCCCC(C(C(=O)O)O)O,100 g solvent dissolves. 1.43 g Substance.; higher-melting form,-1.407459278,C,19,372.842,288.428,114.875,-0.397393537,-0.411010508,-0.013616972,-0.034734,-0.048816,-0.014082,2.3823,3.1998,-0.39012,0.28244,0.00429,0.39033,661.7616577,-2.156565,-2.968005,-0.576474,0.60143,-2.156565,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KUXPBFJYMIIGBY-UHFFFAOYSA-N,COC(=O)C(C(C(=O)OC)OC(=O)c1ccccc1)OC(=O)c1ccccc1,100 g solvent dissolves. 0.236 g Substance.,-2.316835803,B,25,379.81,386.358,137.5,-0.430542055,-0.45080491,-0.020262855,-0.177465,-0.197422,-0.019957,0.0026,0.0094,-0.37567,0.24645,-0.0317,0.37588,670.1026001,-3.84071,0.761789,-0.524499,0.667568,-3.84071,46,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KWHQDNKVVVTPFL-UHFFFAOYSA-N,c1ccc2c(c1)c1=Nc3cccc(=Nc4c5ccccc5c(N=c5cccc([nH]5)N=c2[nH]1)[nH]4)[nH]3,9.162,-1.681923089,C,24.9,398.562,440.467,344,0.333671856,0.30339052,-0.030281336,0.653921,0.622824,-0.031097,9.2396,15.032,-0.27813,0.20552,-0.07263,0.27834,679.2562866,0,0.086402,-0.540664,0.46131,-3.729909,52,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],100 g solvent dissolves. 8.59 g Substance.,-0.237499612,D,18.3,119.845,117.148,293.25,-0.123654208,-0.165260025,-0.041605818,-0.008783,-0.052031,-0.043248,11.9082,15.6402,-0.34388,0.27778,-0.00037,0.34409,293.2494812,-1.530585,-1.06219,-0.766206,0.759925,-1.189422,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWRYMZHCQIOOEB-LBPRGKRZSA-N,C[C@@H](c1cc2ccc(cc2nc1c1ccccn1)F)Nc1c2c([nH]cn2)ncn1,669.98,0.240146748,E,20,361.946,385.403,144,0.164583836,0.137013044,-0.027570792,0.430343,0.402723,-0.02762,4.2823,4.6715,-0.32812,0.23887,-0.03928,0.32833,614.3866577,0,-0.238785,-0.569738,0.463133,-2.922025,45,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
KXDAEFPNCMNJSK-UHFFFAOYSA-N,c1ccc(cc1)C(=O)N,100 g solvent dissolves. 21.13 g Substance.,0.138857616,E,25,120.705,121.139,128,-0.027954142,-0.03918738,-0.011233238,0.057537,0.045668,-0.011869,4.0006,5.5616,-0.36923,0.25946,-0.01869,0.36944,294.8955078,-0.653303,-0.175894,-0.653303,0.614684,-1.203914,16,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
KZNIFHPLKGYRTM-UHFFFAOYSA-N,c1cc(ccc1c1cc(=O)c2c(cc(cc2o1)O)O)O,1.63,-2.219563635,B,25,234.227,270.241,345.25,-0.248498969,-0.26380219,-0.015303221,-0.088858,-0.106026,-0.017168,3.8571,6.7822,-0.34764,0.2365,-0.04165,0.34785,465.8844604,-2.40071,-0.099258,-0.664505,0.691658,-2.40071,30,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
KZSNJWFQEVHDMF-BYPYZUCNSA-N,CC(C)[C@@H](C(=O)O)N,0.0293,-3.601867258,A,24.9,143.757,117.148,302.5,-0.173699982,-0.18511893,-0.011418948,-0.061582,-0.073907,-0.012325,3.2418,4.0548,-0.36416,0.30016,0.02201,0.36437,300.5523682,-1.102227,-0.484808,-0.566396,0.64703,-1.636514,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KZTJCLJWIVFCLV-UHFFFAOYSA-N,CC(C(=O)O)N(CCC(=O)O)C(=O)C,100 g solvent dissolves. 22 g Substance.,-0.068248233,D,25,203.287,203.195,140.5,-0.385976964,-0.40486342,-0.018886457,-0.238944,-0.259506,-0.020562,4.8818,7.9864,-0.37014,0.27398,-0.00417,0.37035,403.3123779,-2.791298,0.394537,-0.624569,0.68204,-3.235057,27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LDVVMCZRFWMZSG-OLQVQODUSA-N,C1=CC[C@@H]2[C@H](C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,2.9,-2.015580865,B,26,170.832,300.593,167.75,-0.113527737,-0.128882429,-0.015354691,-0.008342,-0.021387,-0.013045,4.866,6.3731,-0.35345,0.22645,-0.0517,0.35366,430.7431335,-0.966521,0.093224,-0.581592,0.63237,-1.454983,24,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
LFIFACPITLMARN-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)CCC(=O)O,0.137584,-3.388272563,A,15,397.557,336.388,153.5,-0.344657461,-0.366246613,-0.021589152,-0.043319,-0.064359,-0.02104,4.0899,5.6497,-0.31886,0.2497,-0.02845,0.31907,645.7210693,-2.72883,-0.667086,-0.5848,0.675417,-3.581089,48,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LGGDXXJAGWBUSL-BKRJIHRRSA-N,CC(=O)O[C@H]1CC[C@H]2[C@H]3Cc4ccc(c5c4[C@@]2(CCN3C)[C@H]1O5)OC,14 g solvent dissolves. 1 g Substance.,-0.784715311,D,20,361.798,343.423,117.25,-0.233378394,-0.252832307,-0.019453914,0.108839,0.08776,-0.021079,5.1853,6.9938,-0.30688,0.28457,0.00642,0.30709,537.6821289,-1.87741,-1.762725,-0.610095,0.726587,-2.232347,50,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LHJUVPXOXCFLCH-UHFFFAOYSA-N,c1ccc(cc1)c1cc(ccc1[N+](=O)[O-])O,244,0.054531415,E,25,206.642,215.208,57.5,-0.001716004,-0.015952642,-0.014236637,0.131618,0.117384,-0.014234,4.9564,7.083,-0.35826,0.23505,-0.0431,0.35847,409.143158,-1.500349,-1.132824,-0.541253,0.887651,-0.612698,25,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
LHNVKVKZPHUYQO-SRWWVFQWSA-N,CC(=O)[C@@]12[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]13C)O2,Solubility: 0.211 mol-percent,-1.442176367,C,24.55,384.571,328.452,206,-0.180930304,-0.198838286,-0.017907981,0.187698,0.168419,-0.019279,3.618,4.629,-0.36078,0.27719,-0.00096,0.36099,536.0084229,-1.603551,-3.008583,-0.634547,0.635909,-1.603551,52,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
LJCBXNYWNSNKJY-UHFFFAOYSA-N,CCOc1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Cl,7,-1.54690736,C,25,157.315,246.607,112,-0.057980932,-0.076579949,-0.018599016,0.046154,0.024788,-0.021366,7.9503,10.195,-0.39131,0.20792,-0.07023,0.39152,409.0043945,-2.345169,-0.741861,-0.520387,0.911383,-0.524526,23,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
LKEGCXYQDMPMDD-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccc(cc1N)Cl,80,-0.436730994,D,20,205.76,218.686,79,0.061781444,0.053026463,-0.008754981,0.211101,0.201711,-0.00939,1.9556,2.5445,-0.3132,0.26972,-0.00843,0.31341,423.967926,0,-1.130272,-0.4823,0.272459,-1.015412,26,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LKHMZCUKGPUKEA-UHFFFAOYSA-N,COc1ccc(cc1)N=Cc1ccccc1,6.67591,-1.500312969,C,22,249.166,211.263,70.375,0.05255122,0.042986478,-0.009564742,0.227019,0.218852,-0.008167,2.9158,3.9464,-0.31174,0.25798,-0.02017,0.31195,458.5006409,-0.397674,-1.364643,-0.397674,0.311791,-0.740403,29,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LKJNVSBOVUWHDE-UHFFFAOYSA-N,Cc1cc(ccc1Nc1c(cc(C)s1)C#N)N(=O)=O,5.14,-1.725700348,C,25,260.077,273.315,115.25,0.097105006,0.079688357,-0.017416649,0.254217,0.23471,-0.019507,5.0212,6.9097,-0.32958,0.21735,-0.0608,0.32979,495.7523804,-1.04384,-1.381313,-0.522441,0.866327,-0.762057,30,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0
LLOXZCFOAUCDAE-UHFFFAOYSA-N,c1ccc(cc1)P(=O)(c1ccccc1)c1cc(ccc1O)O,Solubility: 0.634 molpercent,-0.964369565,D,25.1,317.369,310.289,214.5,-0.136085615,-0.15231568,-0.016230065,0.077944,0.059818,-0.018126,4.4864,6.8034,-0.31029,0.26486,-0.01329,0.3105,531.1641235,-1.990981,-2.267581,-0.925543,1.396444,-0.594537,37,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
LMYRWZFENFIFIT-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)N,Solubility: 5.239 molpercent,-0.047210424,D,24.99,167.758,171.22,137,-0.094495047,-0.115491619,-0.020996573,0.005583,-0.012919,-0.018502,7.0452,9.4742,-0.37605,0.25745,-0.0207,0.37626,354.4267883,-2.02413,-1.438247,-1.012075,2.612476,-0.392498,20,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
LNTHITQWFMADLM-UHFFFAOYSA-N,c1c(cc(c(c1O)O)O)C(=O)O,Solubility: 18.9 weight percent,-0.057056573,D,25.04,137.258,170.122,240.25,-0.301172778,-0.314737844,-0.013565067,-0.226488,-0.241547,-0.015059,3.576,5.1666,-0.35183,0.23324,-0.04491,0.35204,331.9368896,-2.442209,0.604442,-0.546324,0.642749,-2.442209,18,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LOOJXSYHZHCBMU-UHFFFAOYSA-N,CCCC(CCC)(C1CCCCC1)C(=O)NO,241.37,-7.20E-06,D,26,344.071,241.374,119.5,-0.17253963,-0.181629627,-0.009089997,0.143699,0.133081,-0.010618,3.4786,4.4662,-0.34571,0.29238,0.01423,0.34592,487.423584,-0.976561,-2.880394,-0.57882,0.533087,-1.267881,44,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LOUPRKONTZGTKE-WZBLMQSHSA-N,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2ccc(cc12)OC)O,100 g solvent dissolves. 166.6 g Substance.,0.607805464,E,25,367.511,324.423,175.35,-0.043290538,-0.058804931,-0.015514393,0.283233,0.2669,-0.016333,3.0367,3.4025,-0.3203,0.25143,-0.02672,0.32051,571.4448853,-0.968678,-2.264005,-0.57747,0.332613,-1.641168,48,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
LRQYSMQNJLZKPS-UHFFFAOYSA-N,Cc1ccc2ccc(C)cc2c1,Solubility: 6.93 mol-percent,0.074274412,E,22.65,219.719,156.227,95.85,0.032307987,0.027658991,-0.004648996,0.183678,0.178202,-0.005476,0.2731,0.1786,-0.31792,0.27021,-0.00794,0.31813,370.0187683,0,-2.027506,-0.520345,0.17679,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LRUIWCGKRGPZSC-UHFFFAOYSA-N,c1cc(cc(c1)Nc1ccc(cc1N)Cl)Cl,7,-1.558247295,C,20,195.875,253.131,100,0.044428511,0.034943455,-0.009485056,0.182721,0.173116,-0.009605,3.1208,3.804,-0.32341,0.26526,-0.01289,0.32362,446.3002319,0,-0.950352,-0.482171,0.301721,-1.1298,26,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LSPHULWDVZXLIL-LDWIPMOCSA-N,CC1(C)[C@H](CC[C@@]1(C)C(=O)O)C(=O)O,100 g solvent dissolves. 100.5 g Substance.,0.597868172,E,25,235.88,200.235,187.75,-0.341628251,-0.353678383,-0.012050132,-0.154256,-0.167901,-0.013645,2.9802,4.111,-0.40628,0.29273,0.01458,0.40649,376.3942871,-2.222061,-0.841943,-0.580626,0.664621,-2.222061,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MALVFHHUZNLXFS-UHFFFAOYSA-N,Cc1c(C#N)c(c2ccccc2)n(c2ccccc2)n1,0.86,-2.479320814,B,20,282.223,259.31,190,0.187544699,0.175578619,-0.01196608,0.383483,0.370534,-0.012949,5.1495,6.7814,-0.34416,0.24695,-0.0312,0.34437,500.8285828,0,-1.572372,-0.495292,0.231845,-0.663598,33,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
MATGKVZWFZHCLI-UHFFFAOYSA-N,COc1cc(ccc1O)CC1COC(=O)C1Cc1ccc(c(c1)OC)O,100 g solvent dissolves. 9 g Substance.; l-matairesinol,-0.702872483,D,18,320.897,358.391,117.75,-0.334949959,-0.357263086,-0.022313127,-0.038026,-0.063338,-0.025312,8.4819,10.5698,-0.31654,0.27017,-0.00798,0.31675,626.2115479,-2.768013,-1.270594,-0.530346,0.644165,-2.768013,48,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MBUKWVQKGHOBTG-UHFFFAOYSA-N,c1cc(cc(c1)[N+](=O)[O-])C(=O)N=[N+]=[N-],100 g solvent dissolves. 0.9 g Substance.,-1.432119612,C,20,140.573,192.134,67.75,0.090709649,0.076898131,-0.013811518,0.16075,0.148524,-0.012226,5.0197,6.7921,-0.40796,0.21063,-0.06752,0.40817,363.8641663,-1.545463,0.106288,-0.59164,0.862547,-0.849863,18,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
MBXIRNHACKAGPA-UHFFFAOYSA-N,c1c(c(cc(c1[N+](=O)[O-])O)O)[N+](=O)[O-],1.2,-2.222083205,B,25,127.12,200.108,215,-0.136398958,-0.148320572,-0.011921614,-0.067591,-0.081375,-0.013784,2.1676,2.9419,-0.40471,0.2023,-0.07585,0.40492,334.7663574,-2.875253,-0.167724,-0.56166,0.915604,-1.044059,18,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
MDHAARLWBHZGIP-UHFFFAOYSA-N,Cc1ccc(C)c(c1)OP(=O)(Oc1cc(C)ccc1C)Oc1cc(C)ccc1C,68,-0.780751347,D,25,436.684,410.45,79,-0.331261153,-0.345061269,-0.013800116,0.021153,0.005496,-0.015657,0.2539,0.4037,-0.33067,0.27606,-0.00209,0.33088,700.0510864,-2.614325,-3.922104,-0.862924,1.812726,-0.801599,56,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MENUYOGJCXAFFU-UHFFFAOYSA-N,c1ccc(cc1)NN=C(C#N)C#N,54.795,-0.492149724,D,25,145.108,170.173,144,0.206607341,0.193360936,-0.013246405,0.296716,0.285004,-0.011712,6.4946,9.0226,-0.34497,0.22477,-0.05338,0.34518,381.9750671,0,-0.469445,-0.276523,0.287225,-0.670737,19,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
