StdInChIKey,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,1st/2nd amine,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,alcohol,aldehyde,alkene,alkyne,amide,all aromatic,azo,unfused benzene ring,Br,carbonyl,carboxyl,Cl,aromatic C,ester,ether inc. ester,F,any halides,heterocyclic,H-bond acceptor,Acidic hydroxyl,H-bond donor,I,ketone,nitrile,nitro,aromatic N,aromatic O,P,at least 1 ring,S,sulfonamide,aromatic S,thioamide,thiol
JTVBCXIVJCAUBK-UHFFFAOYSA-N,Cn1cc(c(=O)[nH]c1=O)[N+](=O)[O-],1.15,-2.172582627,B,17,110.623,171.112,255.75,-658.6453897,-658.6681017,-0.022712036,-658.566314,-658.588872,-0.022558,6.2674,8.7446,-0.29195,0.1625,-0.11565,0.29216,322.6573486,-2.06851,1.0809,-0.65484,0.84018,-2.64936,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
JUFADMDNFLYBPC-UHFFFAOYSA-N,CCCCCC(=O)NCCNC(=O)CCCCC,64.8,-0.597324383,D,25,250.432,256.389,177.15,-810.3883779,-810.4072488,-0.018870914,-810.02715,-810.046367,-0.019217,0,0,-0.26051,0.2676,-0.01055,0.26072,623.7296143,-1.40684,-4.44262,-0.70342,0.69619,-2.72692,46,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JUVIOZPCNVVQFO-HBGVWJBISA-N,C=C(C)[C@H]1Cc2c(ccc3C(=O)[C@H]4c5cc(c(cc5OC[C@H]4Oc23)OC)OC)O1,2,-2.294933337,B,20,226.659,394.424,163.5,-1341.033954,-1341.051658,-0.01770389,-1340.679767,-1340.698356,-0.018589,3.9101,5.7223,-0.19793,0.21537,-0.06278,0.19814,656.5247192,-3.33273,-2.12908,-0.7161,0.57849,-3.33273,51,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
JYGXADMDTFJGBT-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O,14.6987,-1.391988349,C,25.04,224.861,362.466,217.17,-1194.417261,-1194.443767,-0.02650606,-1193.983446,-1194.010001,-0.026555,4.1175,5.303,-0.24179,0.22322,-0.05493,0.242,561.0859375,-3.59591,-4.72793,-0.80024,0.57181,-3.59591,56,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
JZFDKGFWNSQAHU-UHFFFAOYSA-N,CCc1ccc(cc1)C(=O)c1ccccc1C(=O)O,Solubility: 12.27 molpercent,0.32238574,E,21.75,192.192,254.285,126,-843.8618087,-843.8762449,-0.014436201,-843.646925,-843.662167,-0.015242,4.1128,6.1424,-0.25268,0.20588,-0.07227,0.25289,487.7692566,-1.94114,-1.89706,-0.71754,0.81485,-1.94114,33,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
JZODKRWQWUWGCD-UHFFFAOYSA-N,CC(C)(C)c1cc(c(cc1O)C(C)(C)C)O,Solubility: 8.389 molpercent,0.157251372,E,24.89,158.982,222.327,216.5,-697.2105326,-697.218334,-0.007801437,-696.919357,-696.928167,-0.00881,1.00E-04,1.00E-04,-0.20569,0.26553,-0.01262,0.2059,455.9526062,-1.46846,-4.38895,-0.73423,0.52113,-1.46846,38,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
KDFNXUATOIFLSG-UHFFFAOYSA-N,c1ccc(c(c1)Cl)OC(=O)NC(=O)N,1.95,-2.041611296,B,18,117.785,214.608,179,-1104.494735,-1104.516337,-0.02160202,-1104.387731,-1104.410201,-0.02247,3.8891,7.2439,-0.25968,0.24296,-0.03519,0.25989,398.1140137,-1.85146,0.99776,-0.87518,0.95187,-3.42124,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
KJXSIXMJHKAJOD-LSDHHAIUSA-N,c1c(cc(c(c1O)O)O)[C@@H]1[C@H](C(=O)c2c(cc(cc2O1)O)O)O,170,-0.275046998,D,25,166.118,320.255,243.885,-1180.639399,-1180.662102,-0.02270359,-1180.43023,-1180.453807,-0.023577,3.1353,4.6374,-0.23213,0.19998,-0.07817,0.23234,505.1903992,-5.57898,0.82761,-0.78096,0.53752,-5.57898,35,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
KKWXXQXQVFLMOP-LSLJNABFSA-N,CC(=O)CC1=C(C(=O)O[C@@H]1C)C(C)(C)[C@@H]1C(=O)C(C)OC1=O,62.5,-0.693137174,D,20,231.412,308.331,171,-1073.133729,-1073.160016,-0.02628693,-1072.846968,-1072.87237,-0.025402,6.4789,9.8272,-0.27177,0.20164,-0.07651,0.27198,511.6067505,-3.47162,-1.83289,-0.78069,0.83837,-3.47162,42,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
KOOOGBROHMNAPU-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)N=[N+]=[N-])[N+](=O)[O-],100 g solvent dissolves. 4 g Substance.,-0.78430213,D,20,142.21,192.134,37.5,-713.6945006,-713.7071978,-0.012697177,-713.618167,-713.630944,-0.012777,6.3446,8.4884,-0.29236,0.16598,-0.11217,0.29257,359.8276062,-1.35144,-0.17944,-0.59237,0.66636,-0.92,18,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
KTHRQDFQEQQGDF-UHFFFAOYSA-N,CCCCCCCCCCCCCC(C(C(=O)O)O)O,100 g solvent dissolves. 1.43 g Substance.; higher-melting form,-1.407459278,C,19,246.027,288.428,114.875,-929.9305565,-929.9433011,-0.012744597,-929.520127,-929.536044,-0.015917,1.946,2.5897,-0.27419,0.2524,-0.02575,0.2744,662.8262939,-2.9229,-5.42046,-0.79049,0.81377,-2.9229,52,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KUXPBFJYMIIGBY-UHFFFAOYSA-N,COC(=O)C(C(C(=O)OC)OC(=O)c1ccccc1)OC(=O)c1ccccc1,100 g solvent dissolves. 0.236 g Substance.,-2.316835803,B,25,260.584,386.358,137.5,-1374.849954,-1374.868316,-0.01836287,-1374.558138,-1374.577885,-0.019747,1.00E-04,1.00E-04,-0.27201,0.21064,-0.06751,0.27222,647.4663086,-4.66953,0.05158,-0.62616,0.82667,-4.66953,46,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KWHQDNKVVVTPFL-UHFFFAOYSA-N,c1ccc2c(c1)c1=Nc3cccc(=Nc4c5ccccc5c(N=c5cccc([nH]5)N=c2[nH]1)[nH]4)[nH]3,9.162,-1.681923089,C,24.9,295.938,440.467,344,-1439.656139,-1439.673668,-0.01752877,-1439.311099,-1439.329792,-0.018693,0.5675,1.1531,-0.15266,0.17309,-0.10506,0.15287,670.8760376,0,-0.6764,-0.64117,0.44829,-4.7398,52,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],100 g solvent dissolves. 8.59 g Substance.,-0.237499612,D,18.3,104.583,117.148,293.25,-402.3358944,-402.3755907,-0.039696271,-402.202934,-402.242032,-0.039098,11.7737,15.2887,-0.21604,0.24684,-0.03131,0.21625,290.5386963,-1.57941,-1.0248,-0.79055,0.76999,-1.92353,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWRYMZHCQIOOEB-LBPRGKRZSA-N,C[C@@H](c1cc2ccc(cc2nc1c1ccccn1)F)Nc1c2c([nH]cn2)ncn1,669.98,0.240146748,E,20,268.69,385.403,144,-1293.052975,-1293.073242,-0.02026709,-1292.761934,-1292.7822,-0.020266,3.5266,5.7716,-0.2245,0.20257,-0.07558,0.22471,633.8996582,0,-0.37732,-0.68364,0.47491,-4.14722,45,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
KXDAEFPNCMNJSK-UHFFFAOYSA-N,c1ccc(cc1)C(=O)N,100 g solvent dissolves. 21.13 g Substance.,0.138857616,E,25,101.273,121.139,128,-400.9700479,-400.9820245,-0.011976618,-400.875353,-400.886179,-0.010826,3.8389,5.3241,-0.26615,0.22425,-0.0539,0.26636,295.2555542,-0.69641,-0.61569,-0.84777,0.66607,-1.54418,16,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
KZNIFHPLKGYRTM-UHFFFAOYSA-N,c1cc(ccc1c1cc(=O)c2c(cc(cc2o1)O)O)O,1.63,-2.219563635,B,25,183.219,270.241,345.25,-953.779777,-953.7977148,-0.017937824,-953.602156,-953.620869,-0.018713,5.2654,7.4372,-0.23078,0.19982,-0.07833,0.23099,461.5673523,-3.30017,-0.14066,-0.7236,0.5358,-3.30017,30,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
KZSNJWFQEVHDMF-BYPYZUCNSA-N,CC(C)[C@@H](C(=O)O)N,0.0293,-3.601867258,A,24.9,88.756,117.148,302.5,-402.3842197,-402.3947134,-0.010493644,-402.253774,-402.264702,-0.010928,2.12,2.9987,-0.25117,0.26614,-0.01201,0.25138,298.7164307,-1.36838,-1.0073,-0.92406,0.83571,-2.29244,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KZTJCLJWIVFCLV-UHFFFAOYSA-N,CC(C(=O)O)N(CCC(=O)O)C(=O)C,100 g solvent dissolves. 22 g Substance.,-0.068248233,D,25,132.644,203.195,140.5,-743.6229993,-743.6440028,-0.021003532,-743.450415,-743.471226,-0.020811,5.2067,7.6672,-0.26125,0.24624,-0.03191,0.26146,401.8070984,-3.41403,-0.12303,-0.78144,0.83045,-3.90329,27,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LDVVMCZRFWMZSG-OLQVQODUSA-N,C1=CC[C@@H]2[C@H](C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,2.9,-2.015580865,B,26,206.704,300.593,167.75,-2331.738648,-2331.751027,-0.01237934,-2331.62305,-2331.635691,-0.012641,3.7183,4.7347,-0.26875,0.20448,-0.07367,0.26896,436.2432556,-1.16438,-1.06035,-0.7015,0.74701,-1.11701,24,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
LFIFACPITLMARN-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1ccc(cc1)NC(=O)CCC(=O)O,0.137584,-3.388272563,A,15,269.35,336.388,153.5,-1147.975711,-1147.9977,-0.02198876,-1147.636415,-1147.658363,-0.021948,4.4956,6.4075,-0.22319,0.21951,-0.05864,0.2234,645.9962769,-3.24756,-2.01866,-0.72356,0.8309,-4.43317,48,2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LGGDXXJAGWBUSL-BKRJIHRRSA-N,CC(=O)O[C@H]1CC[C@H]2[C@H]3Cc4ccc(c5c4[C@@]2(CCN3C)[C@H]1O5)OC,14 g solvent dissolves. 1 g Substance.,-0.784715311,D,20,261.33,343.423,117.25,-1132.856235,-1132.870448,-0.01421276,-1132.479213,-1132.49358,-0.014367,3.8236,5.4857,-0.20727,0.27118,-0.00697,0.20748,541.5038452,-2.31142,-3.32202,-0.778,0.83362,-2.87328,50,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LHJUVPXOXCFLCH-UHFFFAOYSA-N,c1ccc(cc1)c1cc(ccc1[N+](=O)[O-])O,244,0.054531415,E,25,176.264,215.208,57.5,-743.0472714,-743.0620985,-0.01482709,-742.899906,-742.914718,-0.014812,4.6599,6.691,-0.25221,0.18472,-0.09343,0.25242,407.679718,-1.52241,-1.59367,-0.69823,0.5321,-1.02448,25,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
LHNVKVKZPHUYQO-SRWWVFQWSA-N,CC(=O)[C@@]12[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]13C)O2,Solubility: 0.211 mol-percent,-1.442176367,C,24.55,250.293,328.452,206,-1042.764598,-1042.780652,-0.01605411,-1042.358963,-1042.375302,-0.016339,5.2658,7.2724,-0.24395,0.22125,-0.0569,0.24416,537.592041,-1.79555,-5.27813,-0.77257,0.58271,-1.79555,52,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
LJCBXNYWNSNKJY-UHFFFAOYSA-N,CCOc1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Cl,7,-1.54690736,C,25,138.046,246.607,112,-1254.694676,-1254.711853,-0.01717705,-1254.579228,-1254.599906,-0.020678,7.3279,9.1705,-0.29121,0.15828,-0.11987,0.29142,415.9532166,-2.06611,-0.85244,-0.71199,0.50191,-0.9789,23,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
LKEGCXYQDMPMDD-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccc(cc1N)Cl,80,-0.436730994,D,20,189.622,218.686,79,-1033.626015,-1033.635245,-0.00922991,-1033.461344,-1033.47083,-0.009486,2.6552,3.6165,-0.20194,0.24892,-0.02923,0.20215,426.2134705,0,-1.77475,-0.87155,0.43514,-1.54759,26,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LKHMZCUKGPUKEA-UHFFFAOYSA-N,COc1ccc(cc1)N=Cc1ccccc1,6.67591,-1.500312969,C,22,145.465,211.263,70.375,-671.299051,-671.3075156,-0.008464533,-671.105112,-671.113806,-0.008694,2.4083,3.6323,-0.2102,0.21199,-0.06616,0.21041,456.4560547,-0.54997,-2.15376,-0.54997,0.30898,-1.01328,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LKJNVSBOVUWHDE-UHFFFAOYSA-N,Cc1cc(ccc1Nc1c(cc(C)s1)C#N)N(=O)=O,5.14,-1.725700348,C,25,197.078,273.315,115.25,-1214.821872,-1214.838993,-0.01712061,-1214.647999,-1214.665091,-0.017092,6.1174,8.6736,-0.22912,0.17429,-0.10386,0.22933,493.0331421,-0.86648,-2.25381,-0.72113,0.49074,-0.87741,30,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0
LLOXZCFOAUCDAE-UHFFFAOYSA-N,c1ccc(cc1)P(=O)(c1ccccc1)c1cc(ccc1O)O,Solubility: 0.634 molpercent,-0.964369565,D,25.1,233.066,310.289,214.5,-1262.032859,-1262.049804,-0.01694413,-1261.795148,-1261.811825,-0.016677,4.4076,6.6702,-0.213,0.23093,-0.04722,0.21321,530.0152588,-2.60481,-3.83219,-1.13347,2.00146,-0.60335,37,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
LMYRWZFENFIFIT-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)N,Solubility: 5.239 molpercent,-0.047210424,D,24.99,125.632,171.22,137,-875.499841,-875.5254808,-0.025639737,-875.385438,-875.40907,-0.023632,6.1529,6.4543,-0.26831,0.22498,-0.05317,0.26852,352.6438904,-1.95181,-1.94012,-1.12121,2.28823,-0.78479,20,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
LNTHITQWFMADLM-UHFFFAOYSA-N,c1c(cc(c(c1O)O)O)C(=O)O,Solubility: 18.9 weight percent,-0.057056573,D,25.04,103.059,170.122,240.25,-646.5034428,-646.5201723,-0.016729522,-646.411807,-646.428888,-0.017081,3.8128,5.3021,-0.24097,0.21501,-0.06314,0.24118,327.4363098,-3.56273,0.8832,-0.76758,0.81425,-3.56273,18,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LOOJXSYHZHCBMU-UHFFFAOYSA-N,CCCC(CCC)(C1CCCCC1)C(=O)NO,241.37,-7.20E-06,D,26,220.182,241.374,119.5,-754.941295,-754.9498384,-0.008543416,-754.587286,-754.597104,-0.009818,3.3922,4.5871,-0.24845,0.26857,-0.00958,0.24866,487.1028137,-1.30312,-5.30135,-0.69821,0.67223,-1.64665,44,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LOUPRKONTZGTKE-WZBLMQSHSA-N,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2ccc(cc12)OC)O,100 g solvent dissolves. 166.6 g Substance.,0.607805464,E,25,276.022,324.423,175.35,-1036.508182,-1036.522233,-0.01405081,-1036.14797,-1036.162456,-0.014486,2.4576,3.2209,-0.21757,0.21577,-0.06238,0.21778,571.4760742,-1.32075,-3.79525,-0.77346,0.50278,-2.32739,48,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
LRQYSMQNJLZKPS-UHFFFAOYSA-N,Cc1ccc2ccc(C)cc2c1,Solubility: 6.93 mol-percent,0.074274412,E,22.65,153.198,156.227,95.85,-464.544576,-464.5484857,-0.003909703,-464.377613,-464.381833,-0.00422,0.2173,0.2817,-0.21618,0.23759,-0.04056,0.21639,370.9442139,0,-2.97633,-0.70115,0.252,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LRUIWCGKRGPZSC-UHFFFAOYSA-N,c1cc(cc(c1)Nc1ccc(cc1N)Cl)Cl,7,-1.558247295,C,20,140.572,253.131,100,-1493.22205,-1493.231952,-0.0099017,-1493.069457,-1493.07876,-0.009303,3.5645,5.052,-0.21003,0.24156,-0.03659,0.21024,450.7333984,0,-1.56077,-0.86739,0.43916,-1.56029,26,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LSPHULWDVZXLIL-LDWIPMOCSA-N,CC1(C)[C@H](CC[C@@]1(C)C(=O)O)C(=O)O,100 g solvent dissolves. 100.5 g Substance.,0.597868172,E,25,146.09,200.235,187.75,-691.6543772,-691.6668051,-0.012427837,-691.44093,-691.453749,-0.012819,2.8325,3.9714,-0.2847,0.25534,-0.02281,0.28491,375.1604004,-2.73415,-1.87668,-0.72556,0.85151,-2.73415,30,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MALVFHHUZNLXFS-UHFFFAOYSA-N,Cc1c(C#N)c(c2ccccc2)n(c2ccccc2)n1,0.86,-2.479320814,B,20,194.662,259.31,190,-819.9047532,-819.9168832,-0.012129956,-819.691228,-819.704013,-0.012785,5.1769,6.8105,-0.24827,0.21635,-0.0618,0.24848,500.669281,0,-2.4965,-0.71828,0.32602,-0.88834,33,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
MATGKVZWFZHCLI-UHFFFAOYSA-N,COc1cc(ccc1O)CC1COC(=O)C1Cc1ccc(c(c1)OC)O,100 g solvent dissolves. 9 g Substance.; l-matairesinol,-0.702872483,D,18,266.501,358.391,117.75,-1226.746982,-1226.769474,-0.02249283,-1226.412004,-1226.435801,-0.023797,8.8026,11.5076,-0.21333,0.25566,-0.02249,0.21354,626.5497437,-3.77677,-2.24662,-0.72924,0.83533,-3.77677,48,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MBUKWVQKGHOBTG-UHFFFAOYSA-N,c1cc(cc(c1)[N+](=O)[O-])C(=O)N=[N+]=[N-],100 g solvent dissolves. 0.9 g Substance.,-1.432119612,C,20,117.314,192.134,67.75,-713.7084369,-713.7195305,-0.011093594,-713.63158,-713.6431,-0.01152,5.399,7.168,-0.30506,0.15995,-0.1182,0.30527,361.120636,-1.39901,-0.14685,-0.60147,0.66419,-0.98253,18,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
MBXIRNHACKAGPA-UHFFFAOYSA-N,c1c(c(cc(c1[N+](=O)[O-])O)O)[N+](=O)[O-],1.2,-2.222083205,B,25,144.649,200.108,215,-791.7369587,-791.7484166,-0.011457981,-791.65997,-791.672023,-0.012053,2.2965,3.1791,-0.29645,0.13798,-0.14017,0.29666,332.3652649,-2.9892,0.30572,-0.67006,0.53987,-1.98211,18,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
MDHAARLWBHZGIP-UHFFFAOYSA-N,Cc1ccc(C)c(c1)OP(=O)(Oc1cc(C)ccc1C)Oc1cc(C)ccc1C,68,-0.780751347,D,25,319.528,410.45,79,-1573.222204,-1573.231812,-0.0096085,-1572.833869,-1572.845094,-0.011225,0.6529,1.3138,-0.23807,0.25916,-0.01899,0.23828,716.1989746,-3.59564,-5.87602,-1.10872,2.63626,-0.95938,56,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MENUYOGJCXAFFU-UHFFFAOYSA-N,c1ccc(cc1)NN=C(C#N)C#N,54.795,-0.492149724,D,25,115.765,170.173,144,-565.5186074,-565.5319066,-0.013299268,-565.420741,-565.434158,-0.013417,6.5117,8.7817,-0.25055,0.16575,-0.1124,0.25076,380.354248,0,-0.62366,-0.35445,0.4295,-1.11201,19,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
METKIMKYRPQLGS-UHFFFAOYSA-N,CC(C)NCC(COc1ccc(cc1)CC(=O)N)O,50.1651,-0.725034713,D,25.04,203.542,266.34,151.75,-881.9523759,-881.9711541,-0.018778194,-881.653656,-881.672678,-0.019022,3.9169,5.1311,-0.22728,0.24586,-0.03229,0.22749,559.6981201,-2.07654,-2.53792,-0.85011,0.68567,-3.65738,41,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MIJYXULNPSFWEK-GTOFXWBISA-N,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O)[C@@H]2C1)C(=O)O,6.16557,-1.869666337,C,25.14,405.769,456.709,303.5,-1397.813096,-1397.824662,-0.01156547,-1397.134204,-1397.146831,-0.012627,2.0697,3.2005,-0.22839,0.26619,-0.01196,0.2286,675.1230469,-2.17548,-9.92161,-0.80192,0.85308,-2.17548,81,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MKNNAZIBCYBRNG-QZQOTICOSA-N,CC(C)COC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,63.9,-0.68916985,D,25,226.406,312.371,116.5,-1029.344672,-1029.362015,-0.01734331,-1029.047074,-1029.065514,-0.01844,6.1932,9.5649,-0.20384,0.18816,-0.08999,0.20405,604.0344238,-1.21147,-2.32445,-0.84004,0.81611,-3.3787,43,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MKUXAQIIEYXACX-UHFFFAOYSA-N,C(COCn1cnc2c1[nH]c(N)nc2=O)O,0.09,-3.398339376,A,22.5,159.011,225.207,251.5,-810.9143977,-810.956813,-0.042415294,-810.747385,-810.789978,-0.042593,11.609,17.5512,-0.23535,0.24219,-0.03596,0.23556,427.2878113,-2.11768,1.59468,-0.84535,0.63224,-5.1217,27,2,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
MNHJLXNOILHBHI-OXAWKVHCSA-N,c1cc(C=C2COCC(=Cc3ccco3)C2=O)oc1,1,-2.408677432,B,20,191.36,256.258,180.75,-879.6403011,-879.6563934,-0.016092316,-879.447753,-879.46315,-0.015397,1.2939,1.9267,-0.21555,0.19441,-0.08374,0.21576,468.5728455,-2.07583,-0.94877,-0.595,0.5291,-2.07583,31,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
